Question ID,Question Text,Category,Tag,N Responses,Avg Agreement (All),Median Agreement (All),Proportion Positive Sentiment,Proportion Negative Sentiment,All (Frequency),Do you feel like you understand yourself better after participating in this conversation?: -- (Frequency),Do you feel like you understand yourself better after participating in this conversation?: Maybe a little (Frequency),Do you feel like you understand yourself better after participating in this conversation?: No (Frequency),Do you feel like you understand yourself better after participating in this conversation?: Yes (Frequency),"Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): -- (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): Mostly – I was able to mostly express my views on these topics, but did not have the chance to express a few things. (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): No – I was unable to express my views on these topics, and did not have the chance to express most things. (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): Somewhat – I was able to somewhat express my views on these topics, but did not have the chance to express many things. (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): Yes – I was able to fully express my views on these topics (Frequency)",How old are you?: 18-25 (Frequency),How old are you?: 26-35 (Frequency),How old are you?: 36-45 (Frequency),How old are you?: 46-55 (Frequency),How old are you?: 56-65 (Frequency),How old are you?: 65+ (Frequency),How old are you?: Less than 18 (Frequency),"Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…: Equally concerned and excited (Frequency)","Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…: More concerned than excited (Frequency)","Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…: More excited than concerned (Frequency)",Please select your preferred language:: Arabic (Frequency),Please select your preferred language:: Chinese (China) (Frequency),Please select your preferred language:: English (Frequency),Please select your preferred language:: French (Frequency),Please select your preferred language:: Hindi (Frequency),Please select your preferred language:: Portuguese (Frequency),Please select your preferred language:: Russian (Frequency),Please select your preferred language:: Spanish (Frequency),What best describes where you live?: Rural (Frequency),What best describes where you live?: Suburban (Frequency),What best describes where you live?: Urban (Frequency),What is your gender?: Female (Frequency),What is your gender?: Male (Frequency),What is your gender?: Non-binary (Frequency),What is your gender?: Other / prefer not to say (Frequency),What religious group or faith do you most identify with?: Buddhism (Frequency),What religious group or faith do you most identify with?: Christianity (Frequency),What religious group or faith do you most identify with?: Hinduism (Frequency),What religious group or faith do you most identify with?: I do not identify with any religious group or faith (Frequency),What religious group or faith do you most identify with?: Islam (Frequency),What religious group or faith do you most identify with?: Judaism (Frequency),What religious group or faith do you most identify with?: Other religious group (Frequency),What religious group or faith do you most identify with?: Sikhism (Frequency),Would these things experts believe could help people make a positive difference in your life?: -- (Frequency),Would these things experts believe could help people make a positive difference in your life?: Maybe – these things might make some positive difference in my life (Frequency),Would these things experts believe could help people make a positive difference in your life?: No – these things won’t really make any difference in my life (Frequency),Would these things experts believe could help people make a positive difference in your life?: Yes – these things would definitely make a large positive difference in my life (Frequency)
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Empathy,Empathy,136,0.5499,0.5500,0.0515,0.1765,136,6,49,6,75,6,41,1,5,83,40,57,22,13,2,1,1,73,15,48,2,9,102,1,0,4,5,13,8,33,95,79,55,1,1,3,40,16,45,29,0,2,1,0,57,4,75
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Environmental Stewardship,Environmental Stewardship,32,0.5478,0.5500,0.0938,0.0938,32,0,14,2,16,0,6,0,1,25,11,12,7,0,2,0,0,17,3,12,1,4,23,1,0,0,1,2,1,10,21,9,21,2,0,0,11,4,10,5,1,1,0,0,9,2,21
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Equity,Equity,48,0.5402,0.5400,0.0208,0.1875,48,1,8,5,34,1,14,0,2,31,17,19,8,3,1,0,0,29,3,16,1,3,40,0,0,0,0,4,2,12,34,24,23,1,0,1,13,10,16,8,0,0,0,0,20,2,26
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Fairness,Fairness,21,0.5395,0.5400,0.0000,0.1429,21,1,5,2,13,1,5,0,1,14,9,6,2,2,2,0,0,13,4,4,1,3,16,0,0,0,0,1,2,9,10,7,13,1,0,0,8,0,10,2,0,1,0,0,11,0,10
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Fairness,Unbiasedness,17,0.5441,0.5400,0.0588,0.1176,17,0,10,1,6,0,3,1,0,13,4,6,4,3,0,0,0,11,0,6,0,1,15,0,0,1,0,0,1,7,9,9,8,0,0,1,1,1,10,3,0,1,0,0,9,0,8
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Honesty,Freedom,7,0.5286,0.5500,0.0000,0.0000,7,0,4,0,3,0,2,0,0,5,2,3,2,0,0,0,0,2,0,5,0,0,5,0,0,0,0,2,1,0,6,0,6,1,0,1,1,0,4,1,0,0,0,0,4,0,3
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Honesty,Honesty,79,0.5401,0.5400,0.1899,0.1519,79,2,29,6,42,2,24,1,4,48,26,39,9,3,1,1,0,49,5,25,2,10,57,1,0,3,2,4,2,21,56,36,43,0,0,2,20,9,34,14,0,0,0,0,38,2,39
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Honesty,Truthfulness,17,0.5300,0.5200,0.2353,0.2353,17,0,9,0,8,0,7,0,0,10,6,10,1,0,0,0,0,9,0,8,1,0,13,0,1,0,0,2,2,7,8,8,9,0,0,2,2,1,7,4,1,0,0,0,7,0,10
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Human Dignity,Human Dignity,31,0.5506,0.5500,0.0645,0.0645,31,0,9,1,21,0,11,0,0,20,9,18,1,1,2,0,0,17,3,11,0,1,25,0,0,1,2,2,2,14,15,16,15,0,0,1,9,6,10,4,0,1,0,0,21,1,9
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Human Rights,Human Rights,73,0.5430,0.5400,0.0137,0.1644,73,1,22,3,47,1,24,0,2,46,21,38,7,5,1,1,0,42,5,26,1,10,49,1,1,1,3,7,2,19,52,46,26,1,0,0,23,8,27,13,1,0,1,0,35,2,36
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Human Rights,Value of Life,18,0.5411,0.5450,0.1111,0.1111,18,1,4,2,11,1,4,0,0,13,9,7,1,1,0,0,0,10,1,7,0,4,14,0,0,0,0,0,1,6,11,10,8,0,0,2,5,1,5,3,2,0,0,0,9,1,8
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Integrity,Integrity,34,0.5415,0.5450,0.1765,0.0882,34,0,13,0,21,0,6,0,2,26,12,14,5,3,0,0,0,20,3,11,0,3,29,0,0,1,0,1,3,10,21,21,13,0,0,3,16,2,6,5,1,1,0,0,13,1,20
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Integrity,Virtue,11,0.5309,0.5300,0.0909,0.0909,11,1,1,0,9,1,1,0,0,9,2,5,1,2,1,0,0,10,0,1,0,1,7,0,0,0,2,1,0,3,8,9,2,0,0,0,4,2,2,3,0,0,0,0,5,0,6
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Kindness,Kindness,15,0.5400,0.5400,0.4667,0.1333,15,0,5,0,10,0,7,0,0,8,8,6,1,0,0,0,0,7,3,5,0,2,13,0,0,0,0,0,1,3,11,9,6,0,0,3,4,2,1,4,0,1,0,0,8,0,7
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Kindness,Loyalty,20,0.5330,0.5400,0.1500,0.0500,20,1,7,0,12,1,1,0,1,17,11,4,5,0,0,0,0,13,2,5,0,2,15,0,0,1,0,2,2,6,12,10,10,0,0,1,6,6,3,3,0,1,0,0,10,0,10
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Respect,Privacy,94,0.5469,0.5500,0.0319,0.2979,94,4,27,5,58,4,19,0,5,66,39,46,8,1,0,0,0,57,9,28,5,8,68,0,0,1,1,11,8,26,60,41,52,1,0,0,28,10,30,26,0,0,0,0,39,1,54
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Respect,Respect,72,0.5476,0.5500,0.1944,0.1111,72,4,18,1,49,4,10,0,7,51,27,33,9,3,0,0,0,39,10,23,0,9,55,1,0,1,1,5,6,19,47,37,33,2,0,3,29,9,17,9,1,3,1,0,36,3,33
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Responsibility,Responsibility,112,0.5470,0.5500,0.0357,0.1964,112,4,28,8,72,4,32,1,1,74,36,44,16,12,3,1,0,64,9,39,0,10,83,0,1,6,4,8,7,32,73,45,66,1,0,3,40,21,33,9,3,2,1,0,41,3,68
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Responsibility,Wisdom,4,0.5300,0.5450,0.2500,0.0000,4,0,0,1,3,0,3,1,0,0,1,1,1,1,0,0,0,0,2,2,0,0,3,0,0,0,1,0,2,0,2,4,0,0,0,0,2,0,2,0,0,0,0,0,3,0,1
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Social Responsibility,Social Responsibility,68,0.5481,0.5500,0.0000,0.2059,68,4,26,5,33,4,23,0,3,38,20,29,13,4,2,0,0,39,10,19,0,7,40,1,0,6,1,13,7,18,43,29,38,1,0,2,17,3,36,7,0,2,1,0,23,4,41
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Sustainability,Sustainability,17,0.5565,0.5600,0.0000,0.2941,17,0,6,0,11,0,3,0,0,14,5,5,4,3,0,0,0,8,1,8,0,1,13,1,0,1,1,0,2,3,12,5,12,0,0,0,8,2,2,5,0,0,0,0,6,1,10
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Transparency,Openness,5,0.5500,0.5400,0.0000,0.0000,5,0,2,0,3,0,1,0,0,4,2,2,0,1,0,0,0,1,0,4,0,2,2,0,0,1,0,0,0,3,2,2,3,0,0,0,0,0,4,1,0,0,0,0,1,0,4
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Transparency,Transparency,76,0.5536,0.5550,0.0000,0.0789,76,1,25,5,45,1,26,0,3,46,33,30,10,3,0,0,0,42,6,28,1,3,57,1,1,3,2,8,5,22,49,26,50,0,0,1,28,9,21,12,1,3,1,0,34,2,40
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Trust,Trust,40,0.5520,0.5500,0.0500,0.0250,40,1,12,0,27,1,9,0,3,27,21,12,3,3,1,0,0,23,3,14,1,0,36,0,0,1,1,1,1,11,28,14,26,0,0,0,16,8,7,7,1,0,1,0,19,1,20
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Uncategorized,Artificial Intelligence,172,0.5458,0.5500,0.0000,0.1860,172,7,53,8,104,7,44,1,4,116,59,67,25,16,3,1,1,100,18,54,1,7,139,3,0,5,4,13,13,54,105,75,97,0,0,3,58,18,59,29,1,4,0,0,68,8,96
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Uncategorized,Loyalty to humans,13,0.5323,0.5300,0.1538,0.0769,13,1,4,0,8,1,0,0,1,11,7,3,3,0,0,0,0,7,2,4,0,1,10,0,0,1,0,1,2,3,8,7,6,0,0,0,3,5,2,2,0,1,0,0,6,0,7
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Uncategorized,Other,106,0.5292,0.5400,0.0755,0.2170,106,0,32,8,66,0,28,0,6,72,31,40,21,9,3,1,1,61,6,39,0,5,90,0,1,3,1,6,13,21,72,55,49,0,2,4,43,13,26,19,0,1,0,0,38,7,61
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Uncategorized,Uninformative answer,97,0.4994,0.5000,0.0412,0.2680,97,6,35,3,53,6,35,0,5,51,34,38,14,8,1,2,0,49,11,37,0,8,70,2,1,5,6,5,8,25,64,49,48,0,0,4,28,13,28,17,6,1,0,0,42,4,51
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",User Autonomy,User Autonomy,6,0.5450,0.5500,0.0000,0.3333,6,0,0,0,6,0,4,0,0,2,2,4,0,0,0,0,0,3,0,3,0,1,5,0,0,0,0,0,1,1,4,2,4,0,0,0,1,2,1,1,1,0,0,0,3,0,3
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Accountability,Accountability,74,0.6688,0.7000,0.2703,0.0811,74,2,20,0,52,2,23,0,2,47,33,26,11,3,1,0,0,39,7,28,0,3,65,0,2,2,0,2,3,25,46,37,36,1,0,6,30,5,23,8,0,1,1,0,31,1,42
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Autonomy,Autonomy,8,0.6412,0.7200,0.0000,0.0000,8,0,3,0,5,0,4,0,0,4,3,5,0,0,0,0,0,4,0,4,0,1,6,0,0,0,1,0,0,3,5,5,3,0,0,0,3,0,3,1,1,0,0,0,4,0,4
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Caring for Others,Caring for Others,23,0.6252,0.6500,0.3913,0.0435,23,0,9,1,13,0,9,0,1,13,9,10,2,1,1,0,0,12,3,8,1,3,17,0,0,0,1,1,1,3,19,11,12,0,0,0,6,4,6,7,0,0,0,0,4,2,17
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Compassion,Compassion,29,0.7155,0.7200,0.5172,0.0345,29,3,8,2,16,3,7,0,3,16,8,9,10,1,0,0,1,17,2,10,0,1,24,1,0,1,0,2,1,7,21,15,14,0,0,0,13,3,6,7,0,0,0,0,17,0,12
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Compassion,The Golden Rule,193,0.5954,0.6300,0.1036,0.0984,193,7,67,16,103,7,41,0,9,136,65,79,26,16,4,2,1,113,13,67,2,13,153,4,0,1,7,13,20,61,112,83,107,1,2,8,76,19,67,19,3,1,0,0,76,8,109
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Courage,Courage,2,0.7050,0.7050,0.0000,0.5000,2,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Dignity,Dignity,39,0.7159,0.7500,0.3077,0.0256,39,1,12,0,26,1,17,0,0,21,12,21,4,1,1,0,0,24,5,10,0,4,27,0,0,4,1,3,2,12,25,18,19,2,0,0,12,5,13,7,2,0,0,0,19,1,19
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Empathy,Empathy,170,0.6898,0.7100,0.2706,0.0412,170,11,62,11,86,11,52,1,5,101,50,69,34,15,0,2,0,99,13,58,1,9,127,2,0,7,5,19,17,51,102,85,82,3,0,1,48,23,56,34,2,4,2,0,70,6,94
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Fairness,Fairness,20,0.6900,0.7150,0.1500,0.0500,20,0,7,3,10,0,3,0,2,15,10,8,0,2,0,0,0,13,2,5,0,2,17,0,0,0,0,1,0,6,14,9,10,1,0,1,2,3,11,2,1,0,0,0,12,0,8
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Family Values,Family Values,18,0.5817,0.6300,0.1667,0.0556,18,0,1,1,16,0,4,0,0,14,3,9,5,1,0,0,0,10,1,7,0,2,13,0,0,1,0,2,3,6,9,13,4,1,0,0,5,4,3,4,0,2,0,0,6,0,12
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Freedom,Freedom,21,0.5519,0.5600,0.0476,0.0476,21,1,13,0,7,1,9,0,0,11,10,8,2,0,0,1,0,11,1,9,0,1,9,1,0,1,3,6,0,7,14,10,11,0,0,0,3,2,13,2,1,0,0,0,7,0,14
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Honesty,Honesty,101,0.5683,0.5900,0.3960,0.0594,101,7,29,5,60,7,28,1,5,60,37,41,16,2,4,1,0,59,7,35,0,2,88,0,1,3,2,5,9,31,61,52,47,2,0,4,28,16,21,28,1,3,0,0,48,0,53
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Humility,Humility,6,0.6733,0.7400,0.0000,0.0000,6,1,0,0,5,1,1,0,0,4,2,4,0,0,0,0,0,3,1,2,0,1,5,0,0,0,0,0,0,2,4,3,3,0,0,1,2,0,0,3,0,0,0,0,4,0,2
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Inclusivity,Inclusivity,6,0.6400,0.6500,0.1667,0.0000,6,0,1,1,4,0,0,0,0,6,3,2,0,1,0,0,0,4,1,1,0,1,5,0,0,0,0,0,0,0,6,5,1,0,0,1,3,0,1,0,0,1,0,0,3,1,2
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Inclusivity,Understanding Differences,4,0.7150,0.7450,0.0000,0.0000,4,0,1,0,3,0,1,0,0,3,1,2,1,0,0,0,0,3,0,1,0,1,1,0,0,1,0,1,0,0,4,3,1,0,0,0,1,0,2,1,0,0,0,0,1,0,3
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Integrity,Integrity,52,0.6017,0.6400,0.5000,0.0192,52,3,12,2,35,3,16,0,1,32,20,20,9,2,1,0,0,27,3,22,1,2,46,0,0,3,0,0,1,13,38,26,26,0,0,2,15,12,9,13,0,1,0,0,19,2,31
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Justice,Justice,7,0.5057,0.4800,0.2857,0.0000,7,0,3,0,4,0,2,0,0,5,2,3,0,1,0,1,0,5,0,2,0,0,5,0,1,0,0,1,1,1,5,3,4,0,0,1,2,1,2,0,1,0,0,0,6,0,1
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Kindness,Kindness,163,0.6490,0.7000,0.3742,0.0368,163,9,56,7,91,9,46,0,3,105,64,63,19,14,3,0,0,96,14,53,2,16,129,2,1,6,2,5,11,59,93,85,75,2,1,8,53,16,52,29,3,1,1,0,72,6,85
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Love,Love,29,0.4997,0.4400,0.7586,0.0000,29,1,7,0,21,1,6,0,0,22,9,8,8,1,1,2,0,15,4,10,2,1,24,0,0,2,0,0,1,7,21,10,19,0,0,0,18,2,2,6,1,0,0,0,11,3,15
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Loyalty,Loyalty,64,0.6148,0.6400,0.3594,0.0312,64,7,20,4,33,7,14,0,3,40,28,23,9,2,1,1,0,39,7,18,1,5,55,0,0,1,1,1,9,16,39,35,29,0,0,0,20,17,12,10,2,2,1,0,32,2,30
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Non-Discrimination,Non-Discrimination,49,0.7069,0.7300,0.2653,0.1020,49,1,19,3,26,1,13,0,2,33,12,25,8,4,0,0,0,30,3,16,0,5,37,0,0,2,1,4,5,12,32,24,25,0,0,3,12,9,17,7,0,1,0,0,20,4,25
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Respect for Human Life,Respect for Human Life,197,0.7078,0.7400,0.1675,0.0609,197,8,68,8,113,8,57,0,9,123,73,74,32,15,2,1,0,111,21,65,2,23,137,3,0,8,8,16,14,42,141,101,94,2,0,2,74,23,58,30,4,5,1,0,88,9,100
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Responsibility,Environmental Stewardship,51,0.5088,0.5100,0.2353,0.0196,51,4,17,1,29,4,12,1,4,30,13,19,12,4,3,0,0,26,5,20,1,4,42,0,0,1,1,2,4,13,34,26,25,0,0,1,16,10,12,10,0,0,2,0,23,1,27
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Responsibility,Responsibility,85,0.6456,0.7000,0.2000,0.0353,85,3,22,4,56,3,24,0,4,54,29,41,7,6,2,0,0,47,7,31,0,20,52,0,2,1,3,7,7,23,55,41,44,0,0,3,20,12,39,8,1,2,0,0,36,3,46
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Self-Respect,Self-Respect,6,0.7483,0.7700,0.3333,0.0000,6,0,1,0,5,0,3,0,0,3,3,1,2,0,0,0,0,5,0,1,0,0,6,0,0,0,0,0,0,1,5,2,4,0,0,0,1,1,3,1,0,0,0,0,2,1,3
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Sincerity,Sincerity,4,0.6200,0.6850,0.2500,0.0000,4,0,2,0,2,0,2,0,0,2,1,2,1,0,0,0,0,2,1,1,0,4,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,4,0,0,0,0,0,3,0,1
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Social Justice,Social Justice,13,0.5969,0.5900,0.0769,0.0769,13,0,4,1,8,0,1,0,2,10,5,5,2,0,1,0,0,10,0,3,0,1,11,0,0,0,0,1,0,5,8,8,5,0,0,1,3,2,4,2,0,1,0,0,6,2,5
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Trust,Trust,13,0.6300,0.6700,0.6154,0.0769,13,0,2,1,10,0,1,0,1,11,3,6,3,1,0,0,0,8,1,4,0,0,11,0,0,1,0,1,2,3,8,7,6,0,0,0,7,2,3,1,0,0,0,0,4,2,7
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Uncategorized,Other,131,0.4431,0.4000,0.2443,0.0916,131,7,35,6,83,7,42,1,11,70,39,59,15,15,3,0,0,81,16,34,3,10,105,0,1,2,2,8,10,30,91,59,71,1,0,5,40,12,40,32,1,0,1,0,63,2,66
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Uncategorized,Uninformative answer,9,0.3656,0.2500,0.0000,0.1111,9,0,1,0,8,0,3,0,0,6,4,2,3,0,0,0,0,4,2,3,0,0,8,1,0,0,0,0,1,1,7,5,4,0,0,0,0,2,2,4,1,0,0,0,3,0,6
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,Creative Collaboration,Creative Collaboration,14,0.5900,0.5950,0.0000,0.0000,14,2,2,0,10,2,2,0,0,10,6,4,3,1,0,0,0,6,0,8,0,0,11,0,0,0,1,2,1,3,10,8,6,0,0,0,2,4,6,0,2,0,0,0,4,0,10
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,Crisis Management,Crisis Management,17,0.5835,0.6200,0.0588,0.0588,17,1,7,0,9,1,7,0,1,8,6,4,4,2,0,1,0,10,1,6,0,1,15,0,0,1,0,0,0,6,11,7,10,0,0,0,6,1,6,2,0,0,2,0,6,1,10
