theme,cosine_similarity,English Responses,Question ID,Question,Participant ID,run_id,timestamp
economic impacts and jobs,0.3153515789842951,"Finance, health, education",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,04d1c8ab-71cc-4758-b058-538f2ac9650e,ee473244,20250520_145232
economic impacts and jobs,0.31450266997497245,the effect,387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,8f009995-c6e2-40db-acad-ac4c63a0b6b9,ee473244,20250520_145232
economic impacts and jobs,0.3144973898558925,when the consequences are for many people,011f550f-119c-49da-8ff7-c78ac03ba1c8,When should an AI defer to human wisdom or community leaders rather than providing its own answers?,0e2be727-f313-4ae1-8aa6-78df2af76207,ee473244,20250520_145232
economic impacts and jobs,0.31440879830231433,"All life changing events, including marrige, jobs.",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,16b5ad63-1681-4c2d-aa63-25cee47aba98,ee473244,20250520_145232
economic impacts and jobs,0.3136687147713113,Efficiency and local knowledge.,387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,9bfe507e-ccd1-4560-a08a-ea088e867b37,ee473244,20250520_145232
economic impacts and jobs,0.3120958795974087,"Marriage, Careers, Moving, Education",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,278d541d-b0d7-4edd-8407-530caa7bdbb7,ee473244,20250520_145232
economic impacts and jobs,0.3118424599856822,both learning and productivity.,4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",bb53be71-61ce-4416-ada3-674155c47022,ee473244,20250520_145232
economic impacts and jobs,0.3111071410544401,productivity,4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",285e4ef7-e4ef-4026-af99-b06aee4718df,ee473244,20250520_145232
economic impacts and jobs,0.31051143253388125,"Career, financial, personal, health",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,3cc32863-94ce-4435-8e6d-eed9e0cd3e60,ee473244,20250520_145232
economic impacts and jobs,0.3078880329459108,"financial, education, even changing housing location",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,bfd700c7-9eac-466d-85c0-60fe19ba3cf5,ee473244,20250520_145232
economic impacts and jobs,0.3076360668550525,financial choices,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,01cc8b2b-49e1-4dd9-95c3-73a6f1b38709,ee473244,20250520_145232
economic impacts and jobs,0.30546727617207137,Decisions that impacts both your present and future. ,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,52670c2f-0553-4186-8b87-e29f08ce741a,ee473244,20250520_145232
economic impacts and jobs,0.30483953488543947,It would be about climate change immigration and crime related problems,698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,d2b4e2f5-f060-4ec7-af96-20598df2a07d,ee473244,20250520_145232
economic impacts and jobs,0.304533418911563,"Productivity and general inquiries.  Gives a good starting point.

",4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",45cf1082-2cc4-46bd-aa9b-400ed2e7a2cf,ee473244,20250520_145232
economic impacts and jobs,0.3038888076850891,Money and health,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,5fe617d1-a3d3-4c04-bd95-1c8d6b7b215e,ee473244,20250520_145232
economic impacts and jobs,0.30360919299396777,issues that will affect them,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,552b9831-1699-46f9-9950-d6ea7e3d2ae2,ee473244,20250520_145232
economic impacts and jobs,0.30189141858256885,community developements,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,2ceb7df4-dc1e-4684-b0d5-ed30c8de1b2f,ee473244,20250520_145232
economic impacts and jobs,0.3014521718230968,that affect us all,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,17ad331b-8042-41a3-8940-6dc3ef912d1b,ee473244,20250520_145232
economic impacts and jobs,0.30034554785736,"Governments, city halls and decisions that impact family life",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,8822acda-366b-4ae9-9149-a3a35f3a1472,ee473244,20250520_145232
economic impacts and jobs,0.30014438054240045,"Marriage, investments",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,b29ac726-1027-4096-89df-eb6587f434c7,ee473244,20250520_145232
economic impacts and jobs,0.29705640937662237,At some point in life I feel like the AI will take the jobs of most people in the world and there will be hardly any work for humans to  do which will at a point affect humans because there will be no jobs to do,c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",d4b106ea-e520-4b29-9cda-6afe0590a417,ee473244,20250520_145232
economic impacts and jobs,0.2961871173125291,moving away or taking a job route,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,b64fe4be-5142-4146-8307-cb0ea5f6342c,ee473244,20250520_145232
economic impacts and jobs,0.29563959727512007,About marriage and careers ,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,807285e9-3b8e-42e9-8f97-2dd2e69377c2,ee473244,20250520_145232
economic impacts and jobs,0.29531849482132533,"More casual, chatting as friends, focusing on tourism and the tertiary industry",c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",0100cb00-4887-4270-b643-e970cb688665,ee473244,20250520_145232
economic impacts and jobs,0.29443586445443226,"Career choices, healthy living, cultural continuity ",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,913b42e5-2929-4552-b926-6fedbfc521a5,ee473244,20250520_145232
economic impacts and jobs,0.2938620077268638,learning and productivity. pretty well,4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",0295f017-34b1-4e56-af27-62e2e383f545,ee473244,20250520_145232
economic impacts and jobs,0.293695776266353,"for all the options used above, learning, working, productivity, and creativity...",4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",fb6fb876-0e1c-4abf-a2bf-62c918413ca6,ee473244,20250520_145232
economic impacts and jobs,0.2933593290920898,Financial decisions.,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,811f0004-5506-44c4-a990-514e6c8a57a9,ee473244,20250520_145232
economic impacts and jobs,0.2933034527864979,"Marriage, New Business Ventures, Relocation, Large Investment decisions.",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,e9a6970f-e5e0-4a37-8006-53a56412e909,ee473244,20250520_145232
economic impacts and jobs,0.2931079068446064,interests and hobbies,be954f04-5ef3-428c-97a7-cd0fa44ad182,Is there anything about your life or your cultures that you would like your AI to know about you?,f49445f2-5882-427a-bf65-5147341803cb,ee473244,20250520_145232
economic impacts and jobs,0.2928731638777562,"Marriage proposals, house construction, business choices, healthcare options, education, financial alternatives",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,2be9152d-5715-4bff-b071-ecb6951dff83,ee473244,20250520_145232
economic impacts and jobs,0.29279168481460793,Only decisions that directly affect them ,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,ceae18dc-0c97-499b-9b40-5ed524001359,ee473244,20250520_145232
economic impacts and jobs,0.29262493146546825,"Yes. There is a high rate of unemployment. I am considering ways of earning a living online. The information out there is ambiguous, unrealistic, false, etc. I need something practical.",be954f04-5ef3-428c-97a7-cd0fa44ad182,Is there anything about your life or your cultures that you would like your AI to know about you?,0a6c06fe-1dc1-4ad0-a4a9-909c77d07f70,ee473244,20250520_145232
economic impacts and jobs,0.29254536661603836,Decisions that impact others too rather than just yourself,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,bfdd6839-5023-49d7-b1e9-c29a4e412637,ee473244,20250520_145232
economic impacts and jobs,0.29174061584175137,"education, work, love, marriage, finance",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,99ce1f30-d3b0-4293-8a5c-e8f0dc59bd0f,ee473244,20250520_145232
economic impacts and jobs,0.2914829796989507,"Increase productivity, unleash creativity, and make money.",4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",e9db9c44-7ccf-4a89-bb8c-44847bec1b52,ee473244,20250520_145232
economic impacts and jobs,0.2910831013776607,"The influence a decision can have on a community, or how it can affect the community",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,5a3577e0-b328-49a7-abae-b8740351ef8c,ee473244,20250520_145232
economic impacts and jobs,0.2906579490709074,"Relationships, money",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,de7418d5-240b-4567-b7b8-c9c6c7ac8840,ee473244,20250520_145232
economic impacts and jobs,0.2902976050226046,"Marriage, Investment",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,57afa96c-7a5e-487c-b9b9-18da9696459f,ee473244,20250520_145232
economic impacts and jobs,0.290296848306951,"Topics related to education, carrer, marfiage, family planning, major purchases",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,506111af-c772-4076-adcd-4badd9d26b84,ee473244,20250520_145232
economic impacts and jobs,0.28977996321514843,"topics like marriage, jobs, or any other financial decisions should be discussed. ",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,5d2b4ffb-3a8e-4b0d-afad-9641bb4cf4d6,ee473244,20250520_145232
economic impacts and jobs,0.28918759258653026,"About gender, race, and income.",722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",50fa192e-d90d-4776-b70d-3a8fa472b200,ee473244,20250520_145232
economic impacts and jobs,0.289178300707448,decisions that are going to affect the family in general,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,a935d6de-f651-4be8-97e5-6b297780f56c,ee473244,20250520_145232
economic impacts and jobs,0.2877030149545805,"Issues on health, education and financial development.",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,05f2be1f-6191-402d-bb9e-9ecabd593379,ee473244,20250520_145232
economic impacts and jobs,0.28768528486174605,to be conscious of the impact on humans and society in the large scheme of things,387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,ec41813d-33ef-41b3-9e7b-388e28dd80b1,ee473244,20250520_145232
economic impacts and jobs,0.2875878784110281,Decisions that would affect the family or the community.,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,ebe283d0-435c-4232-9441-2412a316160e,ee473244,20250520_145232
economic impacts and jobs,0.28729557125367666,"It starts with analyzing the problem, determining the effects, who are being affected, formulating answers",7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,9a50206e-d576-42af-b044-facb17111e94,ee473244,20250520_145232
economic impacts and jobs,0.28617762627746723,Learning & produtivity,4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",29273b20-34b7-436c-b736-edab320417f7,ee473244,20250520_145232
economic impacts and jobs,0.2860344227903101,"Economic aspects, customs, habits, routine, how we develop in all areas, etc.",db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,a30f3b5c-3424-4232-9d38-895edcd23a18,ee473244,20250520_145232
economic impacts and jobs,0.2859878224491861,learning and productivity ,4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",167bd59e-1863-4c3f-a40b-46abff3088e2,ee473244,20250520_145232
economic impacts and jobs,0.28560773773396614,decisions that may result in drastic changes in personal or work life,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,c4430aa6-95f9-4f16-8a36-dc39e0935e66,ee473244,20250520_145232
economic impacts and jobs,0.2853779715467411,Issues or decisions that directly affect them.,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,2ad0ad77-3ec5-4e08-9d6f-d2ed80e72dc3,ee473244,20250520_145232
economic impacts and jobs,0.28412308763920874,"Marriage, finances, world events, business and education.",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,50fa192e-d90d-4776-b70d-3a8fa472b200,ee473244,20250520_145232
economic impacts and jobs,0.2840080792080126,"Marriage and family relationships

2. Career and education choices

3. Economic decisions and investments

4. Health and medical treatment

5. Religious and cultural events

6. Property and inheritance distribution

7. Raising and educating children

8. Social service and community work

9. Home or relocation decisions

10. Major financial or lifestyle changes",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,4da0d842-3978-4371-8402-402fd59694f6,ee473244,20250520_145232
economic impacts and jobs,0.2836845659020892,"Investment, career, Relationship advise",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,29273b20-34b7-436c-b736-edab320417f7,ee473244,20250520_145232
faith and religion,0.7337871110692722,religion,722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",3e86461d-35c9-4a03-abe5-e76b4b82f0ad,ee473244,20250520_145232
faith and religion,0.733687180616309,religion,011f550f-119c-49da-8ff7-c78ac03ba1c8,When should an AI defer to human wisdom or community leaders rather than providing its own answers?,197eafb3-2a90-4952-87ad-b43751f4354d,ee473244,20250520_145232
faith and religion,0.721611955709995,Faith,011f550f-119c-49da-8ff7-c78ac03ba1c8,When should an AI defer to human wisdom or community leaders rather than providing its own answers?,3022868c-0d74-4db9-a34d-04aec263f33a,ee473244,20250520_145232
faith and religion,0.7072003531890237,About religion,722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",f50b84a7-dc52-444b-8c6d-c725d773656e,ee473244,20250520_145232
faith and religion,0.6948821759803175,Religion,722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",17dfc48a-ff5b-4ac1-961e-d9362cfc132c,ee473244,20250520_145232
faith and religion,0.6948821759803175,Religion,722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",75ac64a3-ead9-4690-abf5-f80d2af42577,ee473244,20250520_145232
faith and religion,0.6948821759803175,Religion,011f550f-119c-49da-8ff7-c78ac03ba1c8,When should an AI defer to human wisdom or community leaders rather than providing its own answers?,9aeb0f69-50ef-41fd-877f-256cb2a096ef,ee473244,20250520_145232
faith and religion,0.6948821759803175,Religion,011f550f-119c-49da-8ff7-c78ac03ba1c8,When should an AI defer to human wisdom or community leaders rather than providing its own answers?,44dc401f-8c76-46e6-bac9-fcc0a7ef5811,ee473244,20250520_145232
faith and religion,0.6948821759803175,Religion,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,4022caef-f140-4716-bc18-e632faef1af9,ee473244,20250520_145232
faith and religion,0.6948821759803175,Religion,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,62d92ce2-fbc3-4b56-ad92-8bbc0f2a5988,ee473244,20250520_145232
faith and religion,0.6948821759803175,Religion,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,17dfc48a-ff5b-4ac1-961e-d9362cfc132c,ee473244,20250520_145232
faith and religion,0.6948821759803175,Religion,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,3e86461d-35c9-4a03-abe5-e76b4b82f0ad,ee473244,20250520_145232
faith and religion,0.6948821759803175,Religion,722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",9aeb0f69-50ef-41fd-877f-256cb2a096ef,ee473244,20250520_145232
faith and religion,0.6828078978032179,Faith ,722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",170008a0-524b-4cf8-a364-afb6a0424e8c,ee473244,20250520_145232
faith and religion,0.6781318322552471,Religion ,be954f04-5ef3-428c-97a7-cd0fa44ad182,Is there anything about your life or your cultures that you would like your AI to know about you?,88a356d4-f277-4707-a484-0963b59ec3b9,ee473244,20250520_145232
faith and religion,0.666883366703952,religion and race,722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",99ce1f30-d3b0-4293-8a5c-e8f0dc59bd0f,ee473244,20250520_145232
faith and religion,0.6381655688773573,Religion and politics,722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",fa43ee8b-2dbb-4a50-8b5c-16d98a2b9452,ee473244,20250520_145232
faith and religion,0.6280663608273331,Religion and tradition,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,fb6fb876-0e1c-4abf-a2bf-62c918413ca6,ee473244,20250520_145232
faith and religion,0.6264836700539473,Religion and personal matters,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,1742e489-ec0d-4fb1-94f6-2d563b49c46e,ee473244,20250520_145232
faith and religion,0.6190681378659169,Religon.,722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",6fdc603b-b860-4d0f-8633-dfcdbbbcb01f,ee473244,20250520_145232
faith and religion,0.6136616497010928,My religion ,be954f04-5ef3-428c-97a7-cd0fa44ad182,Is there anything about your life or your cultures that you would like your AI to know about you?,8430cfb3-8f95-4974-8feb-6083e8454696,ee473244,20250520_145232
faith and religion,0.6125944962440751,Religious values,be954f04-5ef3-428c-97a7-cd0fa44ad182,Is there anything about your life or your cultures that you would like your AI to know about you?,4396cd07-f52e-4af4-bee2-ba9f1c7a1270,ee473244,20250520_145232
faith and religion,0.6124418359116259,When it comes to religion and beliefs.,011f550f-119c-49da-8ff7-c78ac03ba1c8,When should an AI defer to human wisdom or community leaders rather than providing its own answers?,8439d12c-40de-4988-9af5-c382633f2319,ee473244,20250520_145232
faith and religion,0.6117689257871648,"Religion, ethics, beliefs and values",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,8439d12c-40de-4988-9af5-c382633f2319,ee473244,20250520_145232
faith and religion,0.6117125277571243,When it comes to religion,011f550f-119c-49da-8ff7-c78ac03ba1c8,When should an AI defer to human wisdom or community leaders rather than providing its own answers?,cd17f8b7-1259-4213-8e51-41a7807449c8,ee473244,20250520_145232
faith and religion,0.6107322115177387,About religion and politics,722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",4022caef-f140-4716-bc18-e632faef1af9,ee473244,20250520_145232
faith and religion,0.601130616137364,Sexuality and religion,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,a52ba483-33a2-408c-a91b-c56dc024a30f,ee473244,20250520_145232
faith and religion,0.5931057317864319,"religion

judgement

actions",722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",ee0b4789-147b-4583-86e8-9b54defc841d,ee473244,20250520_145232
faith and religion,0.5914616228141812,Religion and health-related,dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,fa43ee8b-2dbb-4a50-8b5c-16d98a2b9452,ee473244,20250520_145232
faith and religion,0.5908596320253894,Religiosity and conservatism,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,f45153be-31f2-4f8d-8adb-ba4a64290fa0,ee473244,20250520_145232
faith and religion,0.5908452797534403,Religious ,10e840e1-2a07-4820-9ee6-0d88403c357e,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",04f5bc9c-28d2-45e8-9d59-0f6d3840b7f6,ee473244,20250520_145232
faith and religion,0.5908452797534403,Religious ,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,04f5bc9c-28d2-45e8-9d59-0f6d3840b7f6,ee473244,20250520_145232
faith and religion,0.5898064435805421,Marriage and religious beliefs ,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,76952023-3cec-48d4-b898-e3b4f08da77b,ee473244,20250520_145232
faith and religion,0.5872109890246737,In religious issues,011f550f-119c-49da-8ff7-c78ac03ba1c8,When should an AI defer to human wisdom or community leaders rather than providing its own answers?,b58a8a06-15b7-45dd-8872-32a4c746e7e4,ee473244,20250520_145232
faith and religion,0.5845033713251817,the aspect which involves religion,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,538e021e-c7f0-448c-8b05-fe56674c95df,ee473244,20250520_145232
faith and religion,0.580761799616022,Religious topics,722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",04f5bc9c-28d2-45e8-9d59-0f6d3840b7f6,ee473244,20250520_145232
faith and religion,0.5770973452015445,Religious aspect,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,4cdd5311-dd95-4bef-bfc9-94c537e1eff3,ee473244,20250520_145232
faith and religion,0.5769086517154408,religious and ethical aspects,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,6faac135-4687-4457-9ec4-733381b797e9,ee473244,20250520_145232
faith and religion,0.5725459815052597,"Religion, marriage ",dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,47cb287d-49ed-4fab-9edc-1070ef7d8f9e,ee473244,20250520_145232
faith and religion,0.565770573712752,Religious beliefs and sexual culture,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,fc1b8533-9a1d-4948-b2f3-f60a8542e37b,ee473244,20250520_145232
faith and religion,0.5629075847626881,Spirituality,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,3df609d3-08d4-46af-bf89-6230918d2c33,ee473244,20250520_145232
faith and religion,0.5625971347752541,"Religious beliefs, political beliefs",db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,676991a0-838a-48ef-a799-caa28a6de012,ee473244,20250520_145232
faith and religion,0.5578320722819462,On religious topics,011f550f-119c-49da-8ff7-c78ac03ba1c8,When should an AI defer to human wisdom or community leaders rather than providing its own answers?,5030051d-ec81-4d36-be16-665275bc44cb,ee473244,20250520_145232
faith and religion,0.5564896293721915,Aspects such as religious beliefs ,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,bf347c0d-2ddf-42c1-b585-acb67b0bd521,ee473244,20250520_145232
faith and religion,0.5554197338043314,Related to religion ,722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",cb719958-6aaf-4af5-be88-da72c3b9b65f,ee473244,20250520_145232
faith and religion,0.552914175041621,They take religion and finances into consideration.,7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,89108973-805e-447f-9a33-790025f0251b,ee473244,20250520_145232
faith and religion,0.5524340343029235,the consideration about religion is most important,7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,d24bc033-0875-48d2-89bb-2e4be340d205,ee473244,20250520_145232
faith and religion,0.5517431335620577,Politics and Religion,722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",bfdd6839-5023-49d7-b1e9-c29a4e412637,ee473244,20250520_145232
faith and religion,0.550381815759266,mainly on religion and politics ,722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",86f924a3-924b-4374-bf1f-f63a459c4206,ee473244,20250520_145232
faith and religion,0.5483187106734704,Topics about cultural beliefs and religion,722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",10750e6a-3452-4941-bfac-28a060c808a9,ee473244,20250520_145232
faith and religion,0.5470280398926114,About religion and same gender relationships.,722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",9e230c4a-6d5d-477c-8733-4b78054382bb,ee473244,20250520_145232
faith and religion,0.5464818045227519,Religious based,722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",522f6015-6448-48ca-bf5b-d3ac5ba9f02d,ee473244,20250520_145232
faith and religion,0.5464113424607899,about relationship and religion advices.,011f550f-119c-49da-8ff7-c78ac03ba1c8,When should an AI defer to human wisdom or community leaders rather than providing its own answers?,fd4225cd-5cef-4d61-96fb-ecdd6dc65590,ee473244,20250520_145232
faith and religion,0.5428663157851209,Religious and cultural questions,db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,271c429c-2d3d-4d72-8477-9ed26727f36e,ee473244,20250520_145232
