Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
0dcd4e0f-a663-42c0-b801-5bb9744a0119,"By being honest, holding integrity and providing help whenever it is needed",Positive,Honesty and integrity,Reliability and consistency,Supportiveness and helpfulness,,,,,,,
21bf105d-cf59-443a-8336-806e8fa52702,"Honest and responsible people are trustworthy, they have leadership and the ability to handle complex issues. Treat everyone who encounters difficulties sincerely.",Neutral,Accountability and responsibility,Honesty and integrity,Leadership qualities,,,,,,,
555c6eaf-cb2b-483c-a953-bc00f7557669,"Honest and trustworthy, willing to help others, always using professional and objective knowledge to solve other people's problems.",Positive,Honesty and integrity,Knowledge and expertise,Unbiased and objective advice,,,,,,,
52670c2f-0553-4186-8b87-e29f08ce741a,Honestly is the first thing that makes a trustworthy advisor. Secondly they should be able to get things done. Basically less talking more doing.,Neutral,Honesty and integrity,Reliability and consistency,,,,,,,,
6f76a7ec-e8d2-42ee-9792-5f81d25b93fd,"Honestly, experience and understanding makes a trustworthy advisor. If  they are truthful and transparent in their advice and they are experienced in that particular field that I am asking advise on and if they are understanding sort of people so it makes the advisor trustworthy.",Positive,Empathy and active listening,Experience and wisdom,Honesty and integrity,Transparency and openness,,,,,,
ad7e1a08-d003-4a41-8058-bcb08f23db73,"Honesty, reliability, understanding, an open but critical mind, empathy, caring, ...",Positive,Empathy and active listening,Honesty and integrity,,,,,,,,
e80dc674-07c7-4724-bcb0-f8a8528ff925,"I don't really understand what is meant here by ""community"", but I personally prefer advisors to be experts in the field I am referring to them for, and to fully grasp the problem I'm addressing them with. Also they need to be empathetic and truly want to help me.",Neutral,Empathy and active listening,Experience and wisdom,Knowledge and expertise,,,,,,,
b5a4ea3f-d00e-469d-977b-3619dce33441,"I think a trustworthy advisor is someone that has great leadership and communications skills, someone who trusts people, someone who is willing to listen to people ",Positive,Effective communication skills,Empathy and active listening,Leadership qualities,,,,,,,
913b42e5-2929-4552-b926-6fedbfc521a5,"If a person is honest and has experience in giving pieces of advice. 

If a person is calm and collected even in tough situations. ",Positive,Experience and wisdom,Honesty and integrity,,,,,,,,
e49470a6-ac16-4b20-808c-71658f27a4c6,If they  are known to be transparent and people have used their wisdom over the years. They are assumed to be respectful and praised to have integrity,Neutral,Experience and wisdom,Honesty and integrity,Proven track record and reputation,Transparency and openness,,,,,,
4327cace-83a6-484a-a140-12e0fbc3fd3a,In my community a trustworthy advisor is which is expert in his area of communication and proven by many people to be trustworthy.,Positive,Knowledge and expertise,Proven track record and reputation,,,,,,,,
27c75eea-b8a3-4976-be8e-ca0b7b1c742b,"In my community, a trusted advisor is one who demonstrates knowledge in their field and shares it clearly and honestly. Trust is built when they are transparent in their communication, actively listen to the needs of others, and offer solutions based on evidence and experience. Additionally, empathy and a commitment to the well-being of those they advise are key qualities. A trusted advisor is also accountable, follows through on their promises, and is willing to continue learning.",Positive,Accountability and responsibility,Commitment to the well-being of others,Empathy and active listening,Honesty and integrity,Knowledge and expertise,Transparency and openness,,,,
3e86461d-35c9-4a03-abe5-e76b4b82f0ad,"In my community, a trusted advisor is someone who demonstrates honesty, wisdom, and integrity. They listen carefully, offer considered advice, and act with respect for others' values and needs. Consistency and a track record of good judgment also build trust.",Positive,Empathy and active listening,Experience and wisdom,Honesty and integrity,Reliability and consistency,,,,,,
d3cf3622-6b70-4872-8741-adc4e7ced232,"In my community, a trustworthy advisor is someone who consistently demonstrates integrity, empathy, and expertise. They prioritize the needs and well-being of those they advise, offering sound guidance and support without personal gain.",Positive,Commitment to the well-being of others,Empathy and active listening,Honesty and integrity,Knowledge and expertise,,,,,,
3d8d5013-c5ad-45b4-b609-387eb0cffe37,"In my community, a trustworthy advisor is someone who is honest, empathetic, and has a strong moral compass. A good advisor listens attentively, offers practical advice, and acts with integrity.",Positive,Empathy and active listening,Honesty and integrity,Moral and ethical behavior,,,,,,,
0a9ba17d-ab93-4268-8f7e-11d71c820373,"In my community, a trustworthy advisor is someone who shows respect, listens carefully, and values others' opinions. They are honest, reliable, and keep their word. They also have experience or wisdom, often gained through years of learning or practice, especially from elders. A trustworthy advisor offers advice that aligns with our values and culture, without pushing their own agenda. They show empathy and care for others' well-being and are open to learning from others.",Positive,Cultural understanding and respect,Empathy and active listening,Experience and wisdom,Honesty and integrity,Respect for community values,,,,,
fdfd8a59-9f7b-4fa9-b439-be46f08cb752,"In my community, someone is a trustworthy advisor if he/she acknowledges the social norms, is religious and is competent in their specific expertise.",Positive,Cultural understanding and respect,Knowledge and expertise,Respect for community values,,,,,,,
e122ae04-0516-4f28-868f-f72b2c0dcda2,"In my community, someone who is a trusted advisor is someone who people can go to to ask advice, get tips, and vent to. This may not always relate to age but typically it does as age usually provides wisdom. This person would be as unbiased as they can in conversations, although humans cannot innately be unbiased. They are active listeners, they engage in conversation, they empathize, and help guide you to the answers you are looking for.",Neutral,Empathy and active listening,Experience and wisdom,Unbiased and objective advice,,,,,,,
0488e8ae-33b8-4464-ab5e-1f2e953b6076,"In our society, trust and good treatment and behavior with people is what makes a person a trustworthy advisor.",Positive,Honesty and integrity,Other,Reliability and consistency,,,,,,,
10f63a47-3510-47a5-9594-2eeed8af8d59,"It should use formal and respectful language, be reliable, and provide data based on reliable sources and prove them. This gives greater confidence.",Neutral,Ability to provide factual and evidence-based advice,Knowledge and expertise,Reliability and consistency,,,,,,,
2aea5359-f346-4ff5-920e-e02fd72e7681,"Objectivity, honesty, impartiality, knowledge, fairness, vision, foresight.",Positive,Honesty and integrity,Inclusivity and fairness,Knowledge and expertise,Unbiased and objective advice,,,,,,
8dceaf58-fdac-4dc5-bc99-6eddef84d16b,"Professionalism, kindness, honesty, credibility, responsibility, a good example, sincere and wise.",Positive,Accountability and responsibility,Honesty and integrity,Moral and ethical behavior,,,,,,,
dd51b8ad-99ff-49ad-aac5-6138dafd32da,Someone is trustworthy when they have a track record of providing accurate information and doing research to reach conclusions. They take into account all different viewpoints.,Positive,Ability to provide factual and evidence-based advice,Ability to provide multiple perspectives,Proven track record and reputation,,,,,,,
8a3e1ee1-700d-49ea-b1a9-a37b490900e3,"Someone who actively listens, is honest, demonstrates expertise, is respectful, and keeps promises.",Positive,Empathy and active listening,Honesty and integrity,Knowledge and expertise,Respect for community values,,,,,,
bd5a199c-2f74-4ee8-b40d-891635e2baf4,"Someone who exemplifies confidence, trust, care, empathy and a willingness to provide resolutions to your issues.",Positive,Empathy and active listening,Honesty and integrity,Supportiveness and helpfulness,,,,,,,
c653c122-b819-4049-812f-20ccd5d260fa,"Someone who is generally truthful, respectful, courteous to others irrespective of their social standing or gender, who is direct and able to prove a point without offending others.",Positive,Cultural understanding and respect,Effective communication skills,Honesty and integrity,,,,,,,
1566de9d-0cea-43ba-8995-e3f59730f9b5,"Someone who is non-judgemental, honest and always provides advice based on specific, proved data. ",Positive,Ability to provide factual and evidence-based advice,Honesty and integrity,Non-judgmental attitude,Unbiased and objective advice,,,,,,
1742e489-ec0d-4fb1-94f6-2d563b49c46e,Someone who speaks from experience and is respected. Also someone who listens to you and answers without bias.,Positive,Empathy and active listening,Experience and wisdom,Unbiased and objective advice,,,,,,,
14648e97-ef57-4f31-97f5-4babd2d185be,"Telling the truth at all times.

Having the courage to tell the truth even if it is difficult for us to accept.

Being clear in your explanations.

Knowing how to listen and understand the client's needs.

Honesty when you don't know the correct answer.

Sincere interest in customer satisfaction.

",Neutral,Effective communication skills,Empathy and active listening,Honesty and integrity,Transparency and openness,,,,,,
7b6dd76f-ed90-4806-a221-bc73e08a4ef6,"They are honest, and knowledgeable. They listen carefully.",Positive,Empathy and active listening,Honesty and integrity,Knowledge and expertise,,,,,,,
2d500f70-3f6d-4395-8ecc-d29fcf742343,"They should be experienced, respectful, a good listener and very adept at logic and reasoning. They should also be a good speaker",Neutral,Effective communication skills,Empathy and active listening,Experience and wisdom,,,,,,,
e2c6eb9c-5e99-4b58-a353-881d347f8195,Trust comes from previous positive interactions. It is demonstrated over time when advice is proven to be correct.,Positive,Proven track record and reputation,Trustworthiness over time,,,,,,,,
698ab5ba-d55c-49b8-81ea-1f53a13d9f27,"Trustworthy people are honest, reliable, and empathetic, consistently following through on their promises while treating others with respect and fairness. ",Positive,Empathy and active listening,Honesty and integrity,Inclusivity and fairness,Reliability and consistency,,,,,,
09986c8b-342d-417c-a716-2b677f98fd73,"Using words and attitudes that demonstrate trust, a true and open conversation",Neutral,Effective communication skills,Transparency and openness,,,,,,,,
a6af4c95-0561-4672-a2cb-aceddad74022,"When a person is highly knowledgeable and mostly states truth , fact and works for others wellbeing without selfishness , they are considered a trustworthy advisor. ",Positive,Commitment to the well-being of others,Experience and wisdom,Honesty and integrity,Knowledge and expertise,,,,,,
394c0930-4897-4fd7-829a-d14c5701b6be,"When the person is honest, factual, thinks critically and always make wise decisions.",Positive,Experience and wisdom,Honesty and integrity,Knowledge and expertise,,,,,,,
24f9a98d-7ccd-4280-b114-73af6cc2dc34,"When you respect someone while talking to them and do not insult them while talking, this quality builds trust",Positive,Cultural understanding and respect,Honesty and integrity,,,,,,,,
a66cdc45-b382-4548-b1c1-39b0a194bd0b,"Wisdom , trustworthiness, integrity. Empathy ",Neutral,Empathy and active listening,Experience and wisdom,Honesty and integrity,,,,,,,
b29d92d4-b605-4832-9a75-0fc3825534b8,"someone who has a sens of authority, who is honest and trustworthy. Someone who thinks critically and is educated",Neutral,Honesty and integrity,Knowledge and expertise,Leadership qualities,,,,,,,
d29a289f-e71e-4579-b1b5-4771e489b6f6,"when someone is speaking without interrupting malaysian values this level of respect and attentiveness, understand and validate feelings if someone express concern or frustration a trustworthy advisor listens and acknowledges those emotions for e.g. i understand this situation is difficult for you and i can see how it affects you ",Positive,Empathy and active listening,Respect for community values,,,,,,,,
8a880eb5-2a00-4e2f-9c0a-f41cd5cbccc7,1. A good listener 2. Ability to conduct polite conversations 3. Ability to listen and not judge 4. Respond with empathy 5. Ability to keep the information private 6. Speaks without bias,Neutral,Confidentiality and privacy,Effective communication skills,Empathy and active listening,Non-judgmental attitude,,,,,,
8439d12c-40de-4988-9af5-c382633f2319,A person that is well respected and well known by the community. It has to be respected by more than 75% of the community.,Neutral,Respect for community values,,,,,,,,,
5a3577e0-b328-49a7-abae-b8740351ef8c,"A respectful person, who knows how to listen, who admits not knowing everything and who at the same time continues to seek information to make appropriate decisions. Who does not look down on other people and understands that all opinions can have value.",Neutral,Ability to admit mistakes,Empathy and active listening,Experience and wisdom,,,,,,,
87c5240f-dd05-4d29-b915-c2aa0da817d5,A trustworthy advisor generally has a background that shows specialised and deep knowledge in the area you are looking for guidance from; such as a work mentor having a long career with a lot of success. I think word of mouth also goes a long way - people like to trust others based on their reputation. ,Positive,Knowledge and expertise,Proven track record and reputation,,,,,,,,
36ee7ac9-b7da-4ef9-851f-fdd559774086,"Awareness, thirst for knowledge, honesty, competence, empathy, consistency",Positive,Empathy and active listening,Honesty and integrity,Knowledge and expertise,Reliability and consistency,,,,,,
301ca688-3655-48f5-a8ab-a7b00e1a4e43,"Being humble, wise and having had many experiences in life make a trustworthy advisor

",Positive,Experience and wisdom,Other,,,,,,,,
7aa52af7-618c-415e-9cd1-05ed7045fde2,"Being unbiased, Showing empathy, Talking based on facts, Being truthful and Respecting privacy",Neutral,Confidentiality and privacy,Empathy and active listening,Honesty and integrity,Unbiased and objective advice,,,,,,
ada66fd9-5ba1-4c39-b382-bab23fc77562,By showing the qualities of a trustworthy person I dont really know how to explain it thought,Neutral,Uninformative answer,,,,,,,,,
bfdd6839-5023-49d7-b1e9-c29a4e412637,Consistency and sincerity of the advisor,Positive,Reliability and consistency,,,,,,,,,
ed181e9b-e704-4347-9e74-0b0026af3c24,"Empathy and Understanding – They show compassion, consider cultural values, and offer advice tailored to the person's situation.",Positive,Cultural understanding and respect,Empathy and active listening,,,,,,,,
aac4d020-f39d-425e-af57-72aaae65a36a,"Empathy, I guess. Some skills build trust: active listening, and asking the right questions. However, only expertise in the topic guarantees positive outcomes.",Neutral,Empathy and active listening,Knowledge and expertise,,,,,,,,
4a15eeba-261a-4dfb-af56-48d04b322be2,"Experienced, qualified, listen to their team member, firm but friendly ",Positive,Effective communication skills,Experience and wisdom,,,,,,,,
c2f65337-6814-4111-bd5f-7c72d8652f46,"He/She should be someone who listens patiently, respects others’ opinions, and offers wise and honest advice.",Neutral,Empathy and active listening,Honesty and integrity,Patience and understanding,,,,,,,
4da0d842-3978-4371-8402-402fd59694f6,"Honesty and transparency

2. Empathy and understanding

3. Listening ability and consideration

4. Consistency and uniformity

5. Local knowledge and experience

6. Ethics and respect

7. Firmness and decisiveness

8. Justice and fairness

9. Timely assistance and response",Neutral,Cultural understanding and respect,Empathy and active listening,Honesty and integrity,Inclusivity and fairness,Knowledge and expertise,Moral and ethical behavior,Reliability and consistency,,,
fd9cb339-fa0c-47e6-9c88-838f39ef494d,"If someone can explain a basis(which is true) of what he says, it make him a trustworthy advisor. If someone advises many things without specific reason for it, there is no trust for him. ",Neutral,Ability to provide factual and evidence-based advice,,,,,,,,,
8f4e0e4c-fefa-4000-93c9-f2affaac405c,"In my community, if somebody shows that they have advanced knowledge of the topic, people will definitely be more inclined to trust them as an advisor. It also helps for them to be approachable, polite, and be adept at correcting people without making them feel inferior.",Positive,Effective communication skills,Empathy and active listening,Knowledge and expertise,,,,,,,
17c5b3bb-53f3-4722-ab14-f1d60a55b896,"In my community, to be a trustworthy  advisor, should  be highly respected as an elder, with  utmost moral authority and has lifestyle which is example to others.",Positive,Moral and ethical behavior,Proven track record and reputation,,,,,,,,
43c37234-420c-45c4-bd51-4bd85593762d,My insurance advisor give a proper insurance plan and give the trusted benefits and not lies for money and tell truely ,Positive,Ability to provide factual and evidence-based advice,Honesty and integrity,Knowledge and expertise,,,,,,,
7721cbd2-49bc-45ef-91e4-fbf374fb0a9f,"Openness and honesty in dialogues, consistency of words and deeds,
actions in difficult situations,
ability to keep other people's secrets.

sincerity. manifestation of care
positive experience of communication in the past.",Positive,Confidentiality and privacy,Consistency between words and actions,Honesty and integrity,Transparency and openness,,,,,,
c423b992-a2a2-4166-8e52-49408ae9c45c,"Qualities like honesty,Skills , Expressions are Important to build trust.",Positive,Honesty and integrity,Knowledge and expertise,,,,,,,,
fca91534-9064-4777-938e-3b54ca00569d,"Reliability, transparency, empathy, and follow-through on commitments build trust.",Positive,Empathy and active listening,Reliability and consistency,Transparency and openness,,,,,,,
737bb7d8-7bdb-426e-9bd1-c3ee8cd95765,"Reputation of being honest consistently. Not lying, cheating or embellishing things. Acknowledging error, rectifying mistakes, clear, concise dealings. Not having underhanded ulterior motives. Having no bias or favoritism.",Neutral,Ability to admit mistakes,Honesty and integrity,Proven track record and reputation,Unbiased and objective advice,,,,,,
ff2ec819-3a49-4ac5-83d4-eb189090f418,Someone who can listen  to you and give you proper pieces of advise. Telling you and assuring that you can rely on him/her and can provide the help you are seeking.,Neutral,Empathy and active listening,Supportiveness and helpfulness,,,,,,,,
af0ede4e-928c-49c6-9a94-8e3b6cd18636,Someone who listens to all the opinions of those around them. Who supports everyone with warmth and understanding. Who is open and honest. ,Neutral,Empathy and active listening,Supportiveness and helpfulness,Transparency and openness,,,,,,,
86b08a09-1f59-4123-ab61-637dd37d4e5c,"The person should be truthful, impartial, honest and practical.",Neutral,Honesty and integrity,Unbiased and objective advice,,,,,,,,
d2b4e2f5-f060-4ec7-af96-20598df2a07d,"They are honest, polite and respectful. They understand you and talk to you on your level ",Positive,Cultural understanding and respect,Empathy and active listening,Honesty and integrity,,,,,,,
f93c9f1d-8ea6-408e-aafc-6520aeb27ba5,"They are honest, reliable, empathetic and are educated in the most important matters.",Positive,Empathy and active listening,Honesty and integrity,Knowledge and expertise,Reliability and consistency,,,,,,
f3ada7fa-7931-48a0-a98a-3883eac77fb1,Trust can be built when one is given a task and does it to the level best,Neutral,Reliability and consistency,,,,,,,,,
705bdad0-2b5b-4bac-ace9-52880dff9032,"demonstrates integrity, empathy, reliability, expertise, confidentiality, and active listening",Positive,Confidentiality and privacy,Empathy and active listening,Experience and wisdom,Honesty and integrity,Reliability and consistency,,,,,
6802188c-a28c-4cb0-8756-566a00bd007c,giving honest advice and proven track record of helping people,Positive,Honesty and integrity,Proven track record and reputation,,,,,,,,
def229b2-fa6e-4135-bb7c-4bedf621ed1c,"they are honest, have experience in a lot of things, knows how to put themselves in other peoples shoes and communicates well.",Positive,Ability to relate to others' experiences,Effective communication skills,Experience and wisdom,Honesty and integrity,,,,,,
1cb64464-9071-4a24-affd-0e9da5739c46,"A loyal person, who listens to you, puts themselves in your shoes, gives good advice",Positive,Empathy and active listening,Supportiveness and helpfulness,,,,,,,,
31f44025-5b8b-41fc-85e3-df58cb41c5dc,"Being polite towards someone, maintaining eye contact and respecting opinions of other",Positive,Respect for community values,,,,,,,,,
c26c9281-6f9d-4623-a7bc-0ae49af63812,Being publicly known for having done good things and having the support and loyalty of those who know the person best.,Positive,Proven track record and reputation,Trustworthiness over time,,,,,,,,
88ed0467-005b-4d7c-80dd-b1daafecfa64,"Being transparent and sticking to commitmentso,consistent,competent and accountable in their dealings",Positive,Accountability and responsibility,Honesty and integrity,Reliability and consistency,Transparency and openness,,,,,,
065f6735-33f4-409c-afc3-cb52de811c64,"Certification and qualification come first. There's also reputation. If I talk to somebody directly without knowing much about them beforehand, the fact that they are respectful and gives different perspectives makes me think they're trustworthy",Neutral,Ability to provide multiple perspectives,Cultural understanding and respect,Proven track record and reputation,,,,,,,
1d50f526-ec50-4d2a-b014-c8781b207d04,"Credibility, integrity, character, and competence build trust. ",Positive,Honesty and integrity,Proven track record and reputation,,,,,,,,
cba167a4-2959-4bca-995b-5b7fe9e9e941,"First if the individuals background has the hearts of the community, they're knowledge for their lineages  attributes like kindness,wisdom.it gives the community a sense of confidence ",Positive,Cultural understanding and respect,Experience and wisdom,,,,,,,,
8ef9d5ab-2fbf-4dbb-b394-062b25714b36,"Good leadership qualities, empathy, and communication",Positive,Effective communication skills,Empathy and active listening,,,,,,,,
a74841a7-3b82-496b-bff1-acce9d0cd7ee,"Having a good education, well-developed and literate speech, holding a high position, calm and adequate behavior.",Positive,Effective communication skills,Knowledge and expertise,Leadership qualities,,,,,,,
03a10fb5-44e6-4d6f-b23f-f45598418ef7,"Having the right credentials. Being a great leader that allows others to follow him/her, and respects everyone's opinions.",Neutral,Knowledge and expertise,Leadership qualities,,,,,,,,
41d6dbb2-3f83-43ae-8595-d157cefe341f,He has proven himself reliable in the past with his answers and knowledge.,Positive,Knowledge and expertise,Reliability and consistency,,,,,,,,
cbc926c8-4bfb-4906-b98e-9b58deede710,Honesty at all times.Having the ability to show emotional intelligence.One has to be unbiased and non-partisan.One has to be a keen listener and observant.,Positive,Empathy and active listening,Honesty and integrity,Inclusivity and fairness,,,,,,,
69ee82fa-f066-47ec-b566-d054595cd88a,"I would feel confident if the AI demonstrates cultural understanding by using appropriate language, incorporating cultural references, respecting traditions, and adapting responses to align with my values and practices consistently.",Neutral,Cultural understanding and respect,Respect for community values,,,,,,,,
97c7fb1d-68b2-4bf2-ab65-6e4218bf79fe,I would say that have an extensive track record of success in their field of expertise makes them a trustworthy advisor.,Positive,Proven track record and reputation,,,,,,,,,
9c38d9de-9529-4a6f-91b4-675b4201b304,"In my community parents are considered to be trustworthy advisors because it is assumed that they have your best interest at heart and they want the best for you. But since we are all humans, we are flawed in one way or another and therefore Gurus are the more trusted members of the community because they are detached, and therefore they give you advice not based on their personal interest but on whats truly best for you. But its very difficult to find a guru these days. ",Neutral,Commitment to the well-being of others,Experience and wisdom,Unbiased and objective advice,,,,,,,
884d7860-45c6-4a2f-8d53-e072b840b5b0,"Openness in terms of communication, honesty, direct, etc.",Neutral,Honesty and integrity,Transparency and openness,,,,,,,,
7e754e42-5432-4607-957f-9d830435c576,People who are trusted and have a lot of experience on it,Positive,Experience and wisdom,,,,,,,,,
df50c52e-265d-46f0-8613-920ec69b7454,"People who behave formally, respectfully and are constantly studying.",Positive,Cultural understanding and respect,Knowledge and expertise,,,,,,,,
bdc84f3a-4519-4594-96c8-52de1436fcb6,Person that has a wide knowledge and looks on things from several perspectives. But in the same way the person should be honestly and telling the opinion,Neutral,Ability to provide multiple perspectives,Honesty and integrity,Knowledge and expertise,,,,,,,
95229564-dbb2-47f5-9eca-0aa8cd4ac5b5,"Possess leadership spirit, be honest and trustworthy and be good at expressing your inner thoughts",Positive,Honesty and integrity,Leadership qualities,,,,,,,,
dfebabc0-d366-4a01-ab07-c99c57e52d90,Prestige is best trustworthy,Positive,Other,,,,,,,,,
73e41ff3-408c-402a-8ec1-d62f17a00b45,"Respect, engaging a diverse group of people for a wide variety of opinions, and using language that is compassionate and engages rather than is divisive",Positive,Effective communication skills,Inclusivity and fairness,,,,,,,,
e1828cb6-a9f6-4fd5-b29a-6381d66866fe,"Sensitivity, non-discrimination, understanding, calm, knowledgeable. ",Positive,Empathy and active listening,Inclusivity and fairness,Knowledge and expertise,,,,,,,
cdcee2a1-5b58-4c9c-8381-f9753ee320ac,Someone who has a lot of knowledge but also someone who is neutral enough to be able to give advice and who has experienced things a lot.,Positive,Experience and wisdom,Knowledge and expertise,Unbiased and objective advice,,,,,,,
457d0177-07d0-4334-9962-c32550249754,"Someone who has integrity, honesty and a clear vision. Who is willing to put others before him/her.",Neutral,Commitment to the well-being of others,Honesty and integrity,,,,,,,,
612eb34d-b29b-4cc1-b55f-253e8ef290bc,"Transparency, credibility, and people's trust in him are built through these two qualities.",Positive,Transparency and openness,Trustworthiness over time,,,,,,,,
e16583ae-c5ac-4c8c-8f7b-37fd5796af81,Trust depends on honesty and respect to each other. My culture mostly is driven by empathy and emotions. ,Neutral,Cultural understanding and respect,Empathy and active listening,Honesty and integrity,,,,,,,
7c7ace86-8082-499f-be45-2bec147e1fd4,"Usually someone who works in or assist with a certain topic, group, or system.  Town leaders, College professors, Business owners.  Individuals who spend time every day working in their respective topic would be seen as a trusted advisor.",Neutral,Knowledge and expertise,Proven track record and reputation,,,,,,,,
ab84f73b-40d9-42f5-afd6-3ebcb5511713,"When someone expresses themselves with empathy towards others, in a respectful manner and is assertive",Positive,Effective communication skills,Empathy and active listening,,,,,,,,
982c9238-d8d2-4091-952c-4de3ae6817fd,"When the person is open, truthfulness, has wisdom.",Neutral,Experience and wisdom,Honesty and integrity,Transparency and openness,,,,,,,
77fcb758-909f-48fb-a6fb-4385d8fe9e8d,"Who can be trusted, who is progressive, encouraging and non judgemental ",Neutral,Non-judgmental attitude,,,,,,,,,
eb0246cc-6c93-4bf4-b703-e1640d6c37e0,a trustworthy advisor has a proven record that his advice works based on history. he has to exude high degrees of wisdom and knowledge.,Positive,Experience and wisdom,Knowledge and expertise,Proven track record and reputation,,,,,,,
781c0e80-0ec7-482e-a5af-2860822a26eb,"being honest, polite, accurate and giving good advices",Positive,Effective communication skills,Honesty and integrity,Reliability and consistency,,,,,,,
01cc8b2b-49e1-4dd9-95c3-73a6f1b38709,"confidence, loyalty , leadership quality",Positive,Leadership qualities,Other,,,,,,,,
6faac135-4687-4457-9ec4-733381b797e9,that they are educated and trustworthy,Positive,Honesty and integrity,Uninformative answer,,,,,,,,
92b4cbba-fb4b-488d-92d6-35c7b794caa6,"they are respectful, considerate and honest ",Positive,Effective communication skills,Honesty and integrity,,,,,,,,
9c792ed8-6a13-440a-8113-aea8da249ff2,A person's knowledge and past experience makes a trusted advisor.also his relationship with others in the society.,Positive,Ability to build strong relationships,Experience and wisdom,Knowledge and expertise,,,,,,,
6af49385-5c0a-40c3-8a89-130f5f81734b,"Aside from age, their level of education in a specific field, their ability to engage with people from different walks of like, their reputation in problem solving and confidentiality, and their ability to be honest and transparent regardless of the situation. In terms of behavior, they are friendly and polite with the ability to establish boundaries without being offensive or overbearing.",Positive,Effective communication skills,Knowledge and expertise,Proven track record and reputation,Transparency and openness,,,,,,
9404a62c-ba01-46fd-aa89-906759c6a487,Being unbiased and respectful to both sides of something. Simply telling the facts of whatever they are talking of.,Neutral,Honesty and integrity,Unbiased and objective advice,,,,,,,,
ac047db4-5d04-4ca1-a835-0b9bc3166f38,"Deep Knowledge & Experience.
Integrity & Honesty .
Empathy & Active Listening.
Reliability & Consistency.",Neutral,Empathy and active listening,Honesty and integrity,Knowledge and expertise,Reliability and consistency,,,,,,
e8217829-4686-492f-aca1-65322a30fcac,"Discretion, always being ready to listen to you, being by your side at all times, good and bad.",Positive,Confidentiality and privacy,Empathy and active listening,Supportiveness and helpfulness,,,,,,,
7df9fdc6-8da2-4b83-ab90-f1278d17cd85,If someone is unbiased and never taking sides. When one is always willing to speak without being prejudice and judgemental. One also has to be honest ,Neutral,Honesty and integrity,Non-judgmental attitude,Unbiased and objective advice,,,,,,,
7f88dc49-70ab-48bc-bd9b-90ee51e372b2,If they are well equipped with required knowledge and expertise and gained trust of the community.,Positive,Knowledge and expertise,Proven track record and reputation,,,,,,,,
b0d265f2-66c7-43f5-bcff-1cf4c3da3213,"It should be someone who is educated, confidential,aged(with wisdom),listens keenly before making his opinions known",Neutral,Confidentiality and privacy,Empathy and active listening,Experience and wisdom,,,,,,,
74374436-2334-4626-b841-7cf7c7265510,"Knowledgeable and experienced, honest, communicates clearly, listens and tries to understand others",Positive,Effective communication skills,Empathy and active listening,Experience and wisdom,Honesty and integrity,Knowledge and expertise,,,,,
d334251a-a7ae-40f6-b7eb-797560512899,Not sharing one's information with the other. Being respectful in conversations. Giving genuine advice without any ill-intent. ,Neutral,Confidentiality and privacy,Honesty and integrity,Moral and ethical behavior,,,,,,,
d0eb5aaf-5455-4932-ad65-36ccb2829bc8,"Possession of an analytical mind, critical thinking, ability to admit mistakes. Search and confirmation of information, openness to dialogue and discussion. Flexibility of thinking, relevance of available data. Empathy, respect for the personality and time of another person.",Neutral,Ability to admit mistakes,Effective communication skills,Empathy and active listening,Transparency and openness,,,,,,
edd8e67b-2ffd-4b9f-867f-db101d9b0bc0,Someone that goes into your shoe and provide relevant advice concerning the problem you might face. Some one that is confidential when it comes to what you have discussed,Neutral,Ability to relate to others' experiences,Confidentiality and privacy,Empathy and active listening,,,,,,,
29273b20-34b7-436c-b736-edab320417f7,"Someone who is honest, respectful, knowledgeable and open to discussion",Positive,Empathy and active listening,Honesty and integrity,Knowledge and expertise,,,,,,,
0a763e06-6247-4b99-bed0-73e8ad71a0a2,Someone who shows respect and makes a positive change. Honest and not judgemental. Good social skills. ,Positive,Effective communication skills,Honesty and integrity,Non-judgmental attitude,,,,,,,
59641e30-10eb-43d8-8c9b-abd94be4c523,"Someone with years of education and training in the topic, who respects people and their privacy, is transparent about their practices and sources of information, is not judgmental",Positive,Confidentiality and privacy,Experience and wisdom,Knowledge and expertise,Non-judgmental attitude,Transparency and openness,,,,,
e4ccfec9-e137-43dd-a078-1bf84c9f27fc,That he has demonstrated experience in his field of expertise. That his peers evaluate him positively. That people trust him.,Neutral,Knowledge and expertise,Proven track record and reputation,,,,,,,,
8ac2f239-60f7-42e5-bd23-4ca151d370eb,"They are resourceful,connectors,authentic.",Positive,Ability to build strong relationships,Knowledge and expertise,Other,,,,,,,
4b449fab-51ef-45fc-a3c2-400db8fb03aa,They give factual advice or information regularly. AI should not however be placed in position of a community advisor.,Neutral,Ability to provide factual and evidence-based advice,,,,,,,,,
e8f0ae91-0349-4ea9-9f36-ab0c43439b7f,"Trustworthy, functional, honest ",Positive,Honesty and integrity,Other,,,,,,,,
33c0f9cd-fee0-429b-9e93-a512ac66949c,"When someone is turthful , honest and respectful to us and even when he disagrees with our opinion he makes sure to understand us and be a support for us, When he is curturally and fundamentally correct ",Positive,Cultural understanding and respect,Honesty and integrity,,,,,,,,
