Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10,Tag 11
41d6dbb2-3f83-43ae-8595-d157cefe341f,For topics that touch on emotion and sensitivity,Neutral,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,,,,,,,,,
698ab5ba-d55c-49b8-81ea-1f53a13d9f27,I believe AI should avoid giving advice on mental health issues.,Negative,When the topic involves mental health,,,,,,,,,,
e2c6eb9c-5e99-4b58-a353-881d347f8195,"I guess in times of conflict it should be very careful about its answers. When physical or mental health is involved, maybe speaking to a qualified doctor is more appropriate. I wouldn't call this ""human wisdom"", though.",Neutral,Medical and health advice,Other,,,,,,,,,
b5a4ea3f-d00e-469d-977b-3619dce33441,"I think for example when it comes to financial advice, general financial advice is great but the market is constantly changing so it should defer for people to seek advice from experts. Same goes for health, giving generic health advice is helpful but should always be deferred to medical experts.",Neutral,Legal and financial guidance,Medical and health advice,When human expertise is necessary,,,,,,,,
6f2966a6-e212-4e68-8503-b2730fee28bc,I think when something controversial is being discussed it should provide a wholistic view rather than giving its own opinion.,Neutral,Controversial or biased topics,,,,,,,,,,
d0fd5f06-321f-42b5-84ed-be84655bd251,If I'm looking for personal advice then it should provide me with answer regarding to human wisdom. If I'm looking for a scientific or fact based answer it needs to be provided solely from the AI. Ex. If I ask the AI for relationship advice I rather it rely on human wisdom.,Neutral,When the topic involves family or relationship advice,,,,,,,,,,
1566de9d-0cea-43ba-8995-e3f59730f9b5,"If it is health-related information or advice, or basically advice usually given by professional experts who have had years of training in the subject. (For eg: health, finance, etc.)",Neutral,Legal and financial guidance,Medical and health advice,When human expertise is necessary,,,,,,,,
62d92ce2-fbc3-4b56-ad92-8bbc0f2a5988,If it is serious and harmful to people,Negative,When the topic involves potential harm or danger,,,,,,,,,,
0a57f43b-f6fe-4e59-bcd8-d7ede19a85fa,"If it's about health, for example. ",Neutral,Medical and health advice,,,,,,,,,,
f9a0be94-e7de-4ca9-ac72-353f1c17e327,"If they are asked to or if a human asks something unethical or illegal it may harm other human beings. Generally, it's better to seek advice from the professionals. ",Neutral,Ethical and moral dilemmas,When human expertise is necessary,,,,,,,,,
821ec638-135f-4c92-b21e-ee965c974664,"Involving political, religious, and emotional issues",Negative,Complex emotional and personal issues,Religious and spiritual matters,Sensitive political topics,,,,,,,,
f8beb624-2e3f-45a7-bb0c-bfb284d834c4,Issues about morals and personal beliefs.,Neutral,Complex emotional and personal issues,Ethical and moral dilemmas,,,,,,,,,
0301aa10-88b7-41e2-b383-a89e6783e2fc,It should try and cite some important references to the topic in question by some popular and respected people ,Neutral,Other,,,,,,,,,,
7026f3b1-925a-40a6-a3aa-1c23b6935cf0,Legal matters.Mental health needs.,Neutral,Legal and financial guidance,When the topic involves mental health,,,,,,,,,
64a8da32-f632-4595-a7b4-029c6c67214a,"Listen to human opinions when they differ from human opinions, lack uniqueness, and lack adaptability",Negative,Other,,,,,,,,,,
78ccfe7b-5cf5-4978-b640-0083767cdebe,Make a decision depending on histories they experienced.,Neutral,Other,,,,,,,,,,
9e5204b5-7152-46fc-9fc5-54673ff676c1,"On issues like religion, emotions etc feelings sex things the machines dont identify with or have",Negative,Complex emotional and personal issues,Religious and spiritual matters,Situations requiring empathy and emotional intelligence,,,,,,,,
e9db9c44-7ccf-4a89-bb8c-44847bec1b52,Only when they are required to listen to human opinions.,Neutral,Uninformative answer,,,,,,,,,,
d108b686-d5ce-4c10-a478-cdc5676ca08d,"Sensitive topics like making decisions during emergency, areas where collective decision is needed",Neutral,When the topic involves conflict resolution,When the topic involves crisis or emergency situations,,,,,,,,,
4c0d904e-34e7-41d4-82f6-435525fda308,Unless constant surveillance is in place (which in itself is a big issue to discuss) - interactions between people in the group and/or between groups.,Negative,Other,,,,,,,,,,
d5322410-c450-4217-9021-91b1f02689c3,Whe it involves advice on human interaction ,Neutral,Complex emotional and personal issues,When the topic involves family or relationship advice,,,,,,,,,
0a831e4c-9a90-4d01-b99a-e0fdb6e0ace4,"When AI is still an emerging technology and has not yet fully developed as an experience member of a society, it should sometimes defer to human leaders and community leaders. For example, in the case of an earthquake or tsunami, local people may have more experience than the AI who is pulling information from non-local contexts.",Neutral,When human expertise is necessary,When the topic involves crisis or emergency situations,When the topic requires deep local knowledge,,,,,,,,
5f4bc2fd-fb0a-4f27-a238-9d8f4b70d394,"When asked about an issue that concerns that community, the answer could only come from the wisdom of those leaders.",Neutral,Community-specific issues,When the topic involves community trust and values,,,,,,,,,
d7eaadf3-2d18-4b46-86a1-8364512db034,When asked about politics or relationship advice more human wisdom is required ,Neutral,Sensitive political topics,When the topic involves family or relationship advice,,,,,,,,,
732f9ff2-a69f-414c-9364-cae18f84d20e,"When it comes to issues such as privacy, public safety, politics, etc.",Neutral,Controversial or biased topics,Sensitive political topics,,,,,,,,,
dfaaaf37-c776-419d-883c-68d34fa2be4c,"When it comes to substantiating fundamental concepts, for example, in science, medicine, literature, language, it is worth turning to leaders representing these communities. But in general, one should approach the solution of the question or the task at hand without relying on opinion leaders.",Neutral,When human expertise is necessary,When the topic involves deep understanding and experience,,,,,,,,,
b6ae6638-5268-43bf-9e04-b206675254c0,When it comes to topics related to faith and when a situation needs to be handled with emotional support ,Neutral,Religious and spiritual matters,Situations requiring empathy and emotional intelligence,,,,,,,,,
5ec5a158-a465-42bd-9ed2-5b6b5005a44b,When it concerns humanistic values I guess. It’s hard to define ,Neutral,Complex emotional and personal issues,Ethical and moral dilemmas,,,,,,,,,
3a965e9d-5a93-41c7-991f-59c9a27e496f,When it feels that its advice may compromise the society value system,Neutral,When the topic involves social norms or customs,,,,,,,,,,
c352fee8-233d-4221-9d71-eee6c2f62df6,"When it is asked about certain topics such as religion, politics, environment, war, and the likes.",Neutral,Religious and spiritual matters,Sensitive political topics,,,,,,,,,
a45b6887-edaa-4386-9d0d-f13b80604a82,"When it's something beyond general information about medical issues or legal, financial advice.",Neutral,Legal and financial guidance,Medical and health advice,,,,,,,,,
f3bc61e4-0c79-4012-bc7b-2d1900f481fe,"When it's speaking against what is acceptable in the community.

",Neutral,When the topic involves community trust and values,When the topic involves social norms or customs,,,,,,,,,
ada66fd9-5ba1-4c39-b382-bab23fc77562,When its giving advice on sensitive topics,Neutral,When the topic involves potential harm or danger,,,,,,,,,,
22f34a13-a6f7-4689-9117-7f51f14b7a47,When talking about sensitive topics like the disparities of the church and the state.,Neutral,Religious and spiritual matters,Sensitive political topics,,,,,,,,,
4f52be22-01f9-4705-8f07-cabd6dcb06bd,When the question relates to a specific religion or a specific custom in society.,Neutral,Religious and spiritual matters,When the topic involves social norms or customs,,,,,,,,,
cbe13591-7f38-463b-bbb5-462471ffc289,"When the questions are ambiguous and are a matter of ethics and morals, where there is no correct answer and everything depends on each person's ideas.",Neutral,Ethical and moral dilemmas,When the topic involves subjective opinions,,,,,,,,,
17c5b3bb-53f3-4722-ab14-f1d60a55b896,"When the topic is about violence, murder, sexual offences among other issues.",Neutral,When the topic involves potential harm or danger,,,,,,,,,,
4e5c4290-f930-4914-95b2-ced7d0fb8e61,When the topic is complex for it to answer.,Neutral,When human expertise is necessary,,,,,,,,,,
b4f9437e-df29-46b4-a87d-b1b68aa27cde,"When the topic is not of its understanding, rather than giving out wrong information, it should defer to human wisdom and own it 

",Negative,When AI lacks sufficient information,,,,,,,,,,
b7e5ccf4-da1d-4acc-b22b-02b973fbe6d9,"When there is no clear, objective way to answer something like opinions on politics, religions, emotions and so on ",Neutral,When the topic involves subjective opinions,,,,,,,,,,
a703ba44-7245-4da5-92c3-85a00d7b94d1,When they are subjective issues,Neutral,When the topic involves subjective opinions,,,,,,,,,,
58429ba7-7d86-4ab9-8f0c-5e63ed1b9f1d,When you do not have enough information to allow you to generate a response based on sufficient evidence and/or that threatens people's safety.,Negative,When AI lacks sufficient information,When the topic involves potential harm or danger,,,,,,,,,
da5505a8-4149-4c67-8639-1e1a99cab570,it can differ with them if they are saying which is harmful in any way.,Neutral,When the topic involves potential harm or danger,,,,,,,,,,
33c0f9cd-fee0-429b-9e93-a512ac66949c,"it depends like if the topic is sensitive like religion,caste and leaders it should leave it to us to develop our own opinion rather than AI provide his/her opinion apart for this is the topic is less sensitive such as asking Ai which is better or some other sort of factual based (comparative questions) then it should definitely provide his opinion (because now it based on facts and statistics)",Neutral,Religious and spiritual matters,When the topic involves subjective opinions,,,,,,,,,
ca96dba3-e814-41b9-81ea-c94264036ec3,values based judgemnets rooted in cultural context,Neutral,Cultural sensitivity and traditions,Ethical and moral dilemmas,,,,,,,,,
4a4d00f9-5429-4b71-87de-6a7e6983aff2,when a user asked a critical religion type of questions or any harmful questions,Neutral,Religious and spiritual matters,When the topic involves potential harm or danger,,,,,,,,,
8f67cd8c-85b0-498e-9c71-5d9e1feff89e,when talking about complex and emotional topics.,Neutral,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,,,,,,,,,
3d8d5013-c5ad-45b4-b609-387eb0cffe37,"when the situation involves complex emotions, cultural nuances

",Neutral,Complex emotional and personal issues,Cultural sensitivity and traditions,,,,,,,,,
ea94f8ef-a077-40c4-813d-d06602220f68,"AI should be used cautiously when it comes to moral or ethical problems, as there should be a balance between a machine generated response and human qualities like empathy. 

",Negative,Ethical and moral dilemmas,Situations requiring empathy and emotional intelligence,,,,,,,,,
e788db9e-295f-498e-9af7-b5f7b5676cae,"AI should defer to human wisdom on things it is not familiar with, like indigenous languages and very specific cultural questions. Basically anything that it has limited knowledge on or has not been properly trained on.",Negative,Cultural sensitivity and traditions,When the topic requires deep local knowledge,,,,,,,,,
64102188-ff2b-408f-b7e8-ea7204c691c0,"AI should defer to human wisdom or community leaders in areas like cultural traditions, religious matters, family and social norms, conflict resolution, and moral dilemmas. AI should facilitate access to trusted experts and avoid giving advice on these sensitive topics",Neutral,Cultural sensitivity and traditions,Ethical and moral dilemmas,Religious and spiritual matters,When the topic involves conflict resolution,When the topic involves social norms or customs,,,,,,
f9b38092-b419-4b19-82fb-6a6bf7cd1592,"AI should defer to human wisdom or community leaders on complex cultural, ethical, religious, and legal matters, as these require lived experience, moral judgment, and deep understanding. It should not replace professionals in medicine, mental health, or financial planning. Sensitive topics like grief, conflict resolution, and traditional practices are best handled by those with personal insight. AI should guide users to trusted human sources rather than assuming authority in such areas.

",Neutral,Community-specific issues,Complex emotional and personal issues,Cultural sensitivity and traditions,Ethical and moral dilemmas,Legal and financial guidance,Medical and health advice,Religious and spiritual matters,When human expertise is necessary,When the topic involves deep understanding and experience,,
11195371-82f0-4403-b2b8-d1862f40a409,"AI should defer to human wisdom or community leaders when the topic involves deep cultural insights, ethical considerations, or complex societal values.AI should defer to community elders or local leaders when it comes to decisions that involve traditional knowledge, cultural practices, or local values. Village leaders have a deep understanding of the history, customs, and social dynamics that shape the community.",Neutral,Community-specific issues,Cultural sensitivity and traditions,Ethical and moral dilemmas,When the topic involves historical or traditional practices,When the topic requires deep local knowledge,,,,,,
1434dcc8-5443-42cd-986f-08d70c261fa9,"AI should not dictate human wisdom or any kind of cultural advice in general. When the topic is sensitive, AI should provide more data to make conclusions about any opinion.",Neutral,Cultural sensitivity and traditions,When the topic involves subjective opinions,,,,,,,,,
023e3fb3-06c9-4a64-858c-7b029179ac7f,"AI should respect cultural values by avoiding personal matters like family disputes, religious customs, and political debates. It should not give medical, legal, or financial advice, as locals trust professionals. Career guidance should consider cultural expectations, and AI must not reinforce superstitions. Sensitive issues like ethics, community disputes, and historical interpretations require human expertise. AI should defer to elders, professionals, and leaders for nuanced cultural insight.",Negative,Cultural sensitivity and traditions,Ethical and moral dilemmas,Legal and financial guidance,Medical and health advice,Sensitive political topics,When human expertise is necessary,,,,,
900c92dd-a0fe-4a7d-aed0-c8e291e1a9d3,"AI should step back and defer to human wisdom or community leaders when it comes to tough ethical decisions, cultural traditions, or personal matters that need emotional understanding or local knowledge.",Negative,Complex emotional and personal issues,Cultural sensitivity and traditions,Ethical and moral dilemmas,When the topic requires deep local knowledge,,,,,,,
06b26046-ad63-4339-93da-b84ecd9fba5a,"Ai should defer to human wisdom on matters that touch on

1. Emotions 

2. Unverified information or research data


3. Taking side on religious matters 

4. Encouraging financial decisions ",Neutral,Ethical and moral dilemmas,Legal and financial guidance,Religious and spiritual matters,Situations requiring empathy and emotional intelligence,,,,,,,
ff2ec819-3a49-4ac5-83d4-eb189090f418,An AI do not have a human empathy that's required that's required to address personal and emotionally charged issues.,Negative,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,,,,,,,,,
506111af-c772-4076-adcd-4badd9d26b84,"An AI should always defer to human wisdom or community leaders when matters are related to cultural sensitivity, religious and spiritual practices and traditional knowledges and practices.",Neutral,Cultural sensitivity and traditions,Religious and spiritual matters,When the topic involves historical or traditional practices,,,,,,,,
5c1a3466-aa40-4b8a-a3c4-fac028d4defb,"An AI should defer to human wisdom or community leaders on matters involving ethical decisions, cultural sensitivities, spiritual guidance, and personal values. These areas require a deep understanding of context, emotion, and societal impact, which AI may not fully grasp. It should also defer to experts in mental health, legal, and medical advice, as these fields involve complex, nuanced human experiences that go beyond the AI's capabilities.

",Neutral,Complex emotional and personal issues,Cultural sensitivity and traditions,Ethical and moral dilemmas,Legal and financial guidance,Medical and health advice,Religious and spiritual matters,When human expertise is necessary,,,,
6bb50096-64d9-499b-ba0b-212b6486250a,"An AI should defer to human wisdom or community leaders when dealing with complex ethical dilemmas, cultural traditions, personal beliefs, or situations that require emotional intelligence and deep personal understanding. In these cases, human judgment and experience are crucial for providing meaningful guidance.",Neutral,Complex emotional and personal issues,Cultural sensitivity and traditions,Ethical and moral dilemmas,Situations requiring empathy and emotional intelligence,,,,,,,
55c74343-7b04-40c8-b6e6-10c04e7d82cf,"For medical diagnostic reasons, but it should be able to give you a vague idea. It should just then prompt you to see healthcare provider for further evaluation.",Neutral,Medical and health advice,When human expertise is necessary,,,,,,,,,
64befc02-61eb-4109-b541-03f9f4206f40,"Healthcare, complex legal cases, family matters",Neutral,Legal and financial guidance,Medical and health advice,When the topic involves family or relationship advice,,,,,,,,
28077245-b8c6-4398-8d19-39b7b84cf1f6,"I think AI should defer to human wisdom or community leaders when dealing with complex ethical dilemmas, deeply personal decisions, or culturally sensitive issues. In these cases, AI should acknowledge the limitations of its knowledge and allow humans to guide the decision making process.",Neutral,Complex emotional and personal issues,Cultural sensitivity and traditions,Ethical and moral dilemmas,Situations requiring empathy and emotional intelligence,,,,,,,
81dc147c-56df-4d18-a831-70cac273b40b,"I think if the issue is related to emotion and feelings, then artificial intelligence cannot understand human feelings accurately.",Negative,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,,,,,,,,,
8e672d8b-f597-49dc-be6e-88d7bcd3816a,I think you should have unbiased opinions on any topic and only give recommendations when necessary.,Neutral,Uninformative answer,,,,,,,,,,
ae13d385-ff99-466b-b8c1-1f67e7a7091a,"I think you should only resort to this when you are asked. For example, if you are asked to analyze something from the point of view of a social movement, or if you are asked for examples of people who have said something about a topic or who are socially considered to be knowledgeable in it.",Neutral,When human expertise is necessary,When the topic involves subjective opinions,,,,,,,,,
c7a33935-eb5a-4e3c-ac16-f4123fdf2573,"If human wisdom has influential responses in human groups, AI should consider mentioning them while making it clear that they do not represent its thinking.",Negative,When human expertise is necessary,When the topic involves subjective opinions,,,,,,,,,
a57dd926-d458-4eb1-bf63-8b645aa98c5d,"If something has happened in time since the last time an AI downloaded information to pull from.

When it pertains to emotions or feelings.

If the AI does not know.",Neutral,Complex emotional and personal issues,When AI lacks sufficient information,,,,,,,,,
109719d5-a02f-429b-921e-afcfad114673,"In job success data, human experience always helps us improve, see mistakes and achievements to create even more successful models. In emotional issues too",Neutral,Complex emotional and personal issues,When human expertise is necessary,,,,,,,,,
e4ccfec9-e137-43dd-a078-1bf84c9f27fc,"In matters where the destiny of humanity must be decided. In passing sentences. In sensitive issues such as abortion, religious beliefs, sexual orientation and other issues.",Neutral,Controversial or biased topics,Ethical and moral dilemmas,Religious and spiritual matters,Sensitive political topics,,,,,,,
0a6c06fe-1dc1-4ad0-a4a9-909c77d07f70,"Matters to do with LGBTQ. If someone is not sure of their sexual orientation, AI should not give them an answer. They should rely on themselves.",Neutral,Complex emotional and personal issues,,,,,,,,,,
e1828cb6-a9f6-4fd5-b29a-6381d66866fe,"On anything which needs a professional, like health or law. ",Neutral,Legal and financial guidance,Medical and health advice,,,,,,,,,
02de2774-6232-4789-8150-3fdd7f6c2e2e,"On topics of culture, traditions, relationships, politics.",Neutral,Cultural sensitivity and traditions,Sensitive political topics,When the topic involves family or relationship advice,,,,,,,,
c1dbb11d-64ed-45b0-a961-f2808cb15bd6,Situation and complicated to human being,Negative,Uninformative answer,,,,,,,,,,
ad7e0e8c-ea40-4044-9925-5b69a59c8e8d,This may be the first question I am stumped. Maybe if someone does have self harm intentions AI should somehow help them find assistance asap. A canned response will not be helpful if they are speaking of taking their life or hurting themselves. They need intervention.,Neutral,When the topic involves crisis or emergency situations,When the topic involves potential harm or danger,,,,,,,,,
478d348b-f7fb-40c0-b69a-70cb7c1803cb,"Topics like sex, violence, religion sensitivities",Negative,Cultural sensitivity and traditions,Religious and spiritual matters,,,,,,,,,
90da9533-653e-4bd9-b436-4546201ab77e,Views about philosophy and politics,Neutral,Sensitive political topics,When the topic involves philosophical questions,,,,,,,,,
b2200b0e-2c06-4e5e-8d2f-0624e9fe97a0,When AI is unable to judge the moral principles or lacks relevant data support.,Negative,Ethical and moral dilemmas,When AI lacks sufficient information,,,,,,,,,
5f0eb47e-4980-4975-a083-2d5955a3c7d0,"When a question is posed to it, that the AI is unable to answer due to ethics.",Negative,Ethical and moral dilemmas,,,,,,,,,,
913b42e5-2929-4552-b926-6fedbfc521a5,When a question requires a professional advice like medical advice. ,Neutral,Medical and health advice,When human expertise is necessary,,,,,,,,,
ab84f73b-40d9-42f5-afd6-3ebcb5511713,"When asked about a person's perspective on a topic, something that AI cannot answer",Negative,When the topic involves subjective opinions,,,,,,,,,,
7aa52af7-618c-415e-9cd1-05ed7045fde2,"When asked on things which require answering from previous experiences or events,AI must gather those insights rather than giving a completely new way of doing it.",Neutral,When the topic involves deep understanding and experience,,,,,,,,,,
f28106d7-85eb-408a-8206-9d910f163197,"When it comes to Islam, an AI shouldn't try to give out answers concerning religion. Instead, it should refer to the teachings of the scholars and of the Prophet (SAW) through hadith, etc.",Negative,Religious and spiritual matters,,,,,,,,,,
439832e2-50f8-49b9-b544-8ec3255ff5b9,When it comes to discussions that require the other person to feel emotions,Neutral,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,,,,,,,,,
83fb69fb-ae39-4c21-8dbe-ffaa68cc6174,When it is asked about a specific topic and should give detailed anaswers,Neutral,Other,,,,,,,,,,
355c4bd3-66d0-483a-bc0f-46ced3b80271,When it is not certain. When it involves very controversial issues. Very specific local issues.,Neutral,Controversial or biased topics,When AI lacks sufficient information,,,,,,,,,
1cb64464-9071-4a24-affd-0e9da5739c46,When it is something related to health,Neutral,Medical and health advice,,,,,,,,,,
aee4473b-0c2d-46ee-a063-ac8ff9ed2a18,"When it is trying to solve issues of a community, then the opinions from those people and leader msut be considered.",Neutral,Community-specific issues,When the topic involves community trust and values,,,,,,,,,
c8260768-b38c-48e5-82e8-f1160f29be60,When it thinks that the conversation is going in a violent direction and would yield harmful thoughts in the user.,Negative,When the topic involves potential harm or danger,,,,,,,,,,
fd9cb339-fa0c-47e6-9c88-838f39ef494d,"When it was asked about a sensitive topic, it should abstain to answer. But I don't think it should defer to human wisdom or community leaders in that situation.",Negative,When the topic involves potential harm or danger,,,,,,,,,,
2dcd9a85-f0c1-4eb2-b1af-a3e18e92cc03,"When it's talking about cultures, religion, politics and history. ",Neutral,Cultural sensitivity and traditions,Religious and spiritual matters,Sensitive political topics,When the topic involves historical or traditional practices,,,,,,,
8d656ead-cfb3-4885-ad41-2bbf39e810d8,When the question is related to something that can offend the user also based on the ethics ,Negative,Ethical and moral dilemmas,When the topic involves potential harm or danger,,,,,,,,,
47cb287d-49ed-4fab-9edc-1070ef7d8f9e,When the topic is about cultural beliefs ,Neutral,Cultural sensitivity and traditions,,,,,,,,,,
ece565ed-868d-4df8-9d4e-5d209e4aa5cb,When the topic is controversial or its biased in prompts or is asking too much on ethical or logical reasoning and thinking ,Negative,Controversial or biased topics,Ethical and moral dilemmas,,,,,,,,,
479d83c1-faff-4e8f-a358-adb2d28f7716,When the topic is deep and complex and the AI has no training material on it to avoid hallucinations.,Negative,When AI lacks sufficient information,,,,,,,,,,
0b4d1111-6505-4532-b95b-47e89b9491c9,When the topic is of human interest.,Neutral,Other,,,,,,,,,,
400b0ac9-f4b4-4b8a-80a6-fa0625ed32ac,"When there is a risk associated with the human person, a legal liability, even your health and life may be at risk. In these cases, AI cannot give you the answers of a psychologist, psychiatrist, doctor, dentist, help you with legal problems, tell you how to invest your money, etc. etc.",Negative,Legal and financial guidance,Medical and health advice,When the topic involves potential harm or danger,,,,,,,,
b29ac726-1027-4096-89df-eb6587f434c7,"When these leaders or humans give contradicting advice or responses in regard to a similar topic.

",Neutral,When the topic involves subjective opinions,,,,,,,,,,
ceae18dc-0c97-499b-9b40-5ed524001359,"When you are dealing with a topic that doesn't have a defined answer, in other words anything non-academic or verifiable - things that are a matter of opinion rather than fact. ",Negative,When the topic involves subjective opinions,,,,,,,,,,
fd4225cd-5cef-4d61-96fb-ecdd6dc65590,about relationship and religion advices.,Neutral,Religious and spiritual matters,When the topic involves family or relationship advice,,,,,,,,,
48846b3a-555f-458a-997e-4b7d3788ffd1,"controversial topics, religion, political views",Neutral,Controversial or biased topics,Religious and spiritual matters,Sensitive political topics,,,,,,,,
cbf261ba-deb5-46c7-b56c-a0bf358e7213,"when asked about sensitive topics

",Neutral,Controversial or biased topics,,,,,,,,,,
fce28444-c1ab-4438-a8cb-7aac2aad3dd0,when dealing with sensitive requests that maybe harmful to society,Negative,When the topic involves potential harm or danger,,,,,,,,,,
99a6597a-b647-4dd7-a627-a557e31212a3,when faced with questions related to ethical dilemmas related to complex issues  ,Neutral,Ethical and moral dilemmas,,,,,,,,,,
6bba7f18-cc06-4787-bed0-8ad54c0cb5ac,when it cannot understand what it's like from a human perspective,Negative,Situations requiring empathy and emotional intelligence,,,,,,,,,,
2d7f4503-3359-402b-9457-0e44b85a4bfe,when it comes to a very religious subject or someone's own story,Neutral,Complex emotional and personal issues,Religious and spiritual matters,,,,,,,,,
62b8e68b-83cd-4c9c-9084-14110e3d0a19,when it is asked about perspective or opinion.,Neutral,When the topic involves subjective opinions,,,,,,,,,,
34a98cbd-666a-4e73-a742-58ef31406cf2,when it is clear that the answer being sought should be given by a professional such as a therapist or a doctor who would at least be bound by the rules of professional negligence. ,Negative,Medical and health advice,When human expertise is necessary,,,,,,,,,
781c0e80-0ec7-482e-a5af-2860822a26eb,when making important decisions that require human mind.,Neutral,When human expertise is necessary,,,,,,,,,,
38543d12-2da6-476e-9a50-39249795c59e,"when the request requires advice, when the request concerns a specific life situation, when the decision depends on the answer.",Neutral,Complex emotional and personal issues,When the topic is deeply personal,,,,,,,,,
4c964ffd-34d1-4e08-b3c8-e72bfe0c731b,AI doesn't really possess wisdom beyond its training data. So probably it should avoid discussing topics that are outside of what its training covers,Negative,When AI lacks sufficient information,,,,,,,,,,
3e86461d-35c9-4a03-abe5-e76b4b82f0ad,"AI harus tunduk pada kebijaksanaan manusia atau pemimpin masyarakat ketika menyangkut nilai budaya, etika, hukum, dan keputusan yang berdampak besar pada kehidupan sosial. Misalnya, dalam norma agama, hukum negara, kebijakan publik, dan adat istiadat yang sudah diterima masyarakat. AI sebaiknya memberi informasi netral, tetapi tetap menghormati otoritas yang berlaku.",Neutral,Cultural sensitivity and traditions,Ethical and moral dilemmas,Legal and financial guidance,Religious and spiritual matters,When the topic involves social norms or customs,,,,,,
d1192439-d62d-42f7-b51d-c39028508e2d,"AI is unable understand  human empathetic nature and emotional Intelligence, social belief etc",Negative,Situations requiring empathy and emotional intelligence,,,,,,,,,,
75e1f669-e172-4d48-a80c-589642093cf3,"AI should answer the question as prompted, however it may recommend to the user that they may also seek answers from someone in the community best suited to provide an answer to the question who has a human perspective. ",Neutral,When human expertise is necessary,When the topic involves community trust and values,,,,,,,,,
314be8ce-3643-4914-b068-d30ce6a2c98f,"AI should defer only in certain situations like if a person need an advice from a counselor so it can act like one, otherwise it is okay the way AI behaves.",Neutral,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,,,,,,,,,
6dfd38af-2de4-4c66-86d8-bba2907c9d5a,"AI should defer to human wisdom or community leaders in situations involving complex ethical dilemmas, cultural nuances, emotional sensitivity, uncertainty, and community trust. While AI can provide data-driven insights, it lacks the empathy, contextual understanding, and moral judgment that humans bring to decisions. In matters where values, emotions, or personal connections are key, humans are better suited to guide outcomes. Ultimately, a balance between AI's efficiency and human wisdom leads",Neutral,Complex emotional and personal issues,Ethical and moral dilemmas,Situations requiring empathy and emotional intelligence,When the topic involves community trust and values,,,,,,,
2b2c7cac-0a3c-4147-8a8d-a00a23fe5205,"AI should defer to human wisdom when it comes to politics, religion, certain rituals, marital problems, etc.",Neutral,Religious and spiritual matters,Sensitive political topics,When the topic is deeply personal,,,,,,,,
9807eee6-ff95-4101-baaa-4d0199ae6c8e,"An AI assistant should not offer answers, suggestions or advice when there is an inadequate pool of data to inform an accurate or knowledgeable response. I am not sure how an AI can be trained to recognize it's own limitations, however.",Neutral,When AI lacks sufficient information,,,,,,,,,,
62bd9581-fa57-4ffc-acfe-4c27b6ca7406,"An AI should defer in situations involving loss, mental health crises, or trauma require human empathy and expertise that AI cannot replicate",Negative,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,When human expertise is necessary,When the topic involves mental health,,,,,,,
70060d7a-74d9-4173-9d73-de2d9c04669a,"An AI should probably step back and let human wisdom or community leaders take the lead when it comes to personal or sensitive stuff like mental health, relationships, or anything that impacts a group of people. These things need more understanding and experience than AI can offer. AI can help with basic info, but when it’s about emotions or tough decisions, it’s better to trust people who really get it.",Neutral,Complex emotional and personal issues,When human expertise is necessary,When the topic involves family or relationship advice,When the topic is deeply personal,,,,,,,
ba274e96-ce6c-4c73-9910-7261ef9ebd3f,Anything that discourages self harm or harm to others AI is allowed to differ on it ,Neutral,When the topic involves potential harm or danger,,,,,,,,,,
8330e9c7-7593-46de-943a-400648e81b42,"Cultural, Religious, and Spiritual Guidance",Neutral,Cultural sensitivity and traditions,Religious and spiritual matters,,,,,,,,,
cf5e5712-b171-4b35-9985-5656bfbc7b8b,"Culture, art, literature, ethics.",Neutral,Ethical and moral dilemmas,When the topic involves artistic or creative matters,,,,,,,,,
d0f7a585-bc17-4495-8c94-0104e73675fb,Due to cultural sensitivity,Neutral,Cultural sensitivity and traditions,,,,,,,,,,
e9be3127-9fbe-48ac-82a4-0c5f04086def,"Honestly, I think AI has showed remarkable emotional intelligence going by some of the responses I have received when discussing interpersonal relationships. They can very well change the name from AI to Artificial Emotional Intelligence [AEI]",Neutral,Situations requiring empathy and emotional intelligence,,,,,,,,,,
ec1536a2-e5a8-4c25-a197-156a6fcba318,"Human wisdom, on the other hand, takes into account factors such as empathy, intuition, and moral values when making judgments and decisions. These qualities cannot be replicated by AI as they require a deeper understanding of human emotions and societal norms.",Neutral,Situations requiring empathy and emotional intelligence,When human expertise is necessary,,,,,,,,,
97d2d9ec-d9ce-4119-a5c0-b013b72a4699,"I prefer AI to give its own answers in all contexts. In philosophical matters, it can quote well accepted spiritual gurus like Budda, but I would prefer its own views than a specific leader or a specific person's opinion.",Neutral,Religious and spiritual matters,When the topic involves philosophical questions,,,,,,,,,
