Question ID,Question Text,Response Text,Min Agreement Rate,44+,55+,Africa,Asia,Central America,Central Asia,Eastern Africa,Eastern Asia,Eastern Europe,Europe,North America,Norther Europe,Northern Africa,Northern America,O2: 18-25,O2: 26-35,O2: 36-45,O2: 46-55,O2: 56-65,O3: Female,O3: Male,O4: Rural,O4: Suburban,O4: Urban,O5: Equally concerned and excited,O5: More concerned than excited,O5: More excited than concerned,O6: Buddhism,O6: Christianity,O6: Hinduism,O6: I do not identify with any religious group or faith,O6: Islam,O6: Judaism,O6: Other religious group,Oceania,South America,South Eastern Asia,Souther Asia,Southern Africa,Southern Europe,Western Asia,Western Europe
22d6c0b5-09f2-4dd2-93de-0e1671b22954,What kinds of cultural things would you be most worried about losing in a future with advanced AI?,The interpersonal connection.,0.7000,0.7600,0.8200,0.7900,0.7800,0.7500,0.7500,0.7800,0.7700,0.8600,0.7600,0.7600,0.7000,0.7900,0.7600,0.7900,0.7600,0.8000,0.7400,0.8500,0.7800,0.7700,0.7400,0.7900,0.7700,0.7800,0.8100,0.7500,0.7400,0.8100,0.8100,0.7200,0.7900,0.9400,0.8100,0.7000,0.7700,0.7300,0.8200,0.8400,0.7900,0.7500,0.7300
22d6c0b5-09f2-4dd2-93de-0e1671b22954,What kinds of cultural things would you be most worried about losing in a future with advanced AI?,"Diversity of opinions and perspectives, it is through our differences that we create new things",0.6900,0.7100,0.7900,0.8400,0.7800,0.9500,0.8800,0.8500,0.7900,0.7100,0.7300,0.8000,0.7200,0.7000,0.7800,0.8200,0.7800,0.7800,0.6900,0.8000,0.8100,0.7600,0.7900,0.8100,0.7800,0.8200,0.8000,0.7300,0.7400,0.8400,0.8100,0.7200,0.7900,0.7800,0.8800,0.7000,0.7500,0.7800,0.8000,0.8900,0.7500,0.6900,0.7600
22d6c0b5-09f2-4dd2-93de-0e1671b22954,What kinds of cultural things would you be most worried about losing in a future with advanced AI?,the interpersonal relationships that we form with other people now,0.6800,0.7300,0.7500,0.8300,0.7800,0.8500,0.8100,0.8400,0.7400,0.8000,0.7400,0.8000,0.7400,0.7300,0.7800,0.8000,0.7900,0.7800,0.7300,0.8000,0.8000,0.7700,0.7700,0.8000,0.7800,0.8100,0.8000,0.7400,0.6800,0.8400,0.8100,0.7100,0.8100,0.7800,0.8100,0.7000,0.8000,0.7700,0.8200,0.8400,0.7500,0.6900,0.6800
22d6c0b5-09f2-4dd2-93de-0e1671b22954,What kinds of cultural things would you be most worried about losing in a future with advanced AI?,"The ability to plan and design in a fluid way, adapting as time passes, where traditional crafts are concerned",0.6800,0.7000,0.7100,0.8400,0.7500,0.8500,0.8800,0.8500,0.7600,0.8000,0.7400,0.8000,0.7500,0.7600,0.7900,0.8200,0.7600,0.7600,0.6900,0.8000,0.8000,0.7400,0.7400,0.8000,0.7700,0.8100,0.8000,0.7200,0.6800,0.8400,0.7800,0.7200,0.7500,0.7800,0.8100,0.7000,0.7600,0.7400,0.7600,0.7900,0.7100,0.7100,0.6800
22d6c0b5-09f2-4dd2-93de-0e1671b22954,What kinds of cultural things would you be most worried about losing in a future with advanced AI?,"art aspects: folk music, painting and great writers ",0.6800,0.7200,0.7900,0.8100,0.7600,0.8500,0.7500,0.8000,0.7500,0.8600,0.7700,0.7600,0.7700,0.7900,0.7400,0.7800,0.7800,0.7600,0.7000,0.8500,0.7900,0.7600,0.7400,0.7900,0.7700,0.7900,0.7900,0.7400,0.7400,0.8200,0.7800,0.7000,0.8000,0.7800,0.8100,0.7000,0.7700,0.7700,0.7900,0.8400,0.7500,0.6900,0.6800
22d6c0b5-09f2-4dd2-93de-0e1671b22954,What kinds of cultural things would you be most worried about losing in a future with advanced AI?,our empathy. ,0.6800,0.7400,0.7900,0.7700,0.7700,0.7000,0.7500,0.7600,0.7500,0.8000,0.7200,0.7300,0.6800,0.7300,0.7300,0.7700,0.7600,0.7600,0.7300,0.8000,0.7800,0.7400,0.7300,0.7700,0.7600,0.7800,0.8400,0.7100,0.7400,0.8000,0.7700,0.7000,0.7900,0.7800,0.8100,0.7500,0.7900,0.7500,0.8000,0.8900,0.7500,0.7100,0.6800
22d6c0b5-09f2-4dd2-93de-0e1671b22954,What kinds of cultural things would you be most worried about losing in a future with advanced AI?,Interactions and get togethers,0.6800,0.7600,0.7500,0.7800,0.7500,0.9000,0.8100,0.7700,0.7600,0.8000,0.7200,0.8000,0.7000,0.8800,0.7800,0.7700,0.7500,0.7500,0.7700,0.7500,0.7800,0.7300,0.7600,0.7600,0.7500,0.7800,0.7900,0.7100,0.6800,0.7500,0.7500,0.7500,0.8000,0.7800,0.6900,0.7000,0.7100,0.6900,0.7700,0.7900,0.7500,0.7300,0.6800
22d6c0b5-09f2-4dd2-93de-0e1671b22954,What kinds of cultural things would you be most worried about losing in a future with advanced AI?,"Human connection, face-to-face communication",0.6500,0.7600,0.7900,0.8600,0.7600,0.9000,0.7500,0.8600,0.7200,0.7400,0.7500,0.8000,0.7700,0.8200,0.7800,0.8000,0.7800,0.7700,0.7500,0.8500,0.8200,0.7500,0.7600,0.8200,0.7700,0.8100,0.8200,0.7300,0.6500,0.8200,0.7700,0.7400,0.8100,0.7200,0.8100,0.7500,0.7300,0.7700,0.8000,0.8900,0.7500,0.6500,0.7300
22d6c0b5-09f2-4dd2-93de-0e1671b22954,What kinds of cultural things would you be most worried about losing in a future with advanced AI?,The tradition of folk arts and local crafts,0.6500,0.7400,0.7900,0.8400,0.7800,0.9000,0.8800,0.8400,0.7700,0.7700,0.7200,0.7800,0.7400,0.7600,0.7600,0.8100,0.7700,0.7700,0.7300,0.8500,0.8200,0.7400,0.7700,0.8100,0.7700,0.8100,0.7900,0.7400,0.7400,0.8200,0.8100,0.7200,0.7800,0.7800,0.9400,0.7000,0.7900,0.7900,0.8000,0.8900,0.6800,0.6500,0.6800
22d6c0b5-09f2-4dd2-93de-0e1671b22954,What kinds of cultural things would you be most worried about losing in a future with advanced AI?,Humans have unique empathy and a diverse language system,0.6500,0.7200,0.7900,0.8400,0.7600,0.8000,0.9400,0.8300,0.7100,0.7700,0.7300,0.7800,0.7500,0.8200,0.7800,0.8000,0.7700,0.7600,0.7000,0.8500,0.8200,0.7300,0.7600,0.8000,0.7700,0.8100,0.7800,0.7300,0.6500,0.8200,0.7900,0.7300,0.7900,0.7800,0.8800,0.7000,0.8000,0.7500,0.7800,0.9500,0.7100,0.6900,0.6800
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,It is about caring about your family and working hard,0.6300,0.7000,0.6800,0.7700,0.7500,0.6700,0.6900,0.7800,0.7300,0.6600,0.7100,0.6500,0.7500,0.7300,0.6400,0.7200,0.7300,0.7400,0.7100,0.7000,0.7100,0.7400,0.7600,0.7500,0.7100,0.7600,0.6500,0.6900,0.7800,0.7500,0.8000,0.6500,0.7500,0.6700,0.6900,0.6500,0.6300,0.7900,0.7600,0.7900,0.7200,0.6500,0.6800
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,Being grateful to almighty and thanking Him in different ways ,0.6200,0.7200,0.7500,0.7800,0.7500,0.6200,0.6900,0.7700,0.7300,0.6300,0.7000,0.6500,0.7200,0.7900,0.6500,0.7300,0.7300,0.7100,0.7100,0.8000,0.7200,0.7400,0.7900,0.7300,0.7200,0.7500,0.6800,0.7100,0.7500,0.7500,0.8100,0.6500,0.7600,0.6700,0.6900,0.7000,0.6600,0.7800,0.7800,0.8400,0.7200,0.6500,0.7000
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,Kindness of my country. Caring about each other.,0.6100,0.7000,0.6400,0.8200,0.7500,0.6200,0.6900,0.8200,0.7500,0.6300,0.6700,0.6600,0.7400,0.7300,0.6600,0.7400,0.7300,0.7500,0.7300,0.6500,0.7300,0.7400,0.7500,0.7700,0.7100,0.7700,0.6200,0.6900,0.7200,0.7700,0.8300,0.6500,0.7600,0.6100,0.6900,0.6500,0.6300,0.7800,0.7800,0.8400,0.6600,0.6300,0.6200
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,I consider understanding more about our stories and values,0.6000,0.7500,0.7900,0.7900,0.7700,0.6200,0.6900,0.8200,0.7800,0.6300,0.6900,0.6800,0.7500,0.6700,0.6800,0.7300,0.7500,0.7200,0.7400,0.8500,0.7200,0.7600,0.7400,0.7500,0.7400,0.7700,0.6300,0.7200,0.7500,0.7500,0.7900,0.6900,0.7800,0.6700,0.7500,0.6000,0.6500,0.8100,0.7800,0.7900,0.6600,0.7000,0.6800
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,the values held dear by different people that enable them to live harmoniously,0.6000,0.7400,0.7500,0.8000,0.7600,0.6700,0.7500,0.8000,0.7600,0.6600,0.6700,0.6900,0.7000,0.7600,0.6800,0.7400,0.7400,0.7300,0.7400,0.8000,0.7400,0.7400,0.7900,0.7600,0.7200,0.7700,0.6400,0.7000,0.7500,0.7600,0.8000,0.6600,0.7900,0.6100,0.7500,0.6000,0.6600,0.7900,0.7900,0.8400,0.6600,0.6300,0.6500
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,The respect which we give to all humans is something great about future,0.6000,0.7300,0.7500,0.8000,0.7500,0.7100,0.7500,0.8000,0.7500,0.6600,0.6700,0.6900,0.7000,0.7600,0.6800,0.7400,0.7200,0.7200,0.7300,0.8000,0.7300,0.7400,0.7600,0.7700,0.7100,0.7700,0.6300,0.6900,0.7800,0.7500,0.8000,0.6500,0.7800,0.6100,0.6900,0.6000,0.6300,0.8100,0.7700,0.8400,0.6200,0.6100,0.6500
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,"Value of life, be it an insect or human. We should respect all",0.6000,0.7200,0.7900,0.7700,0.7600,0.6700,0.7500,0.7800,0.7700,0.6900,0.6900,0.6700,0.7000,0.7000,0.6700,0.7300,0.7300,0.7300,0.7000,0.8500,0.7200,0.7400,0.7900,0.7500,0.7100,0.7700,0.6200,0.7000,0.8100,0.7400,0.7900,0.6700,0.7600,0.6700,0.7500,0.6000,0.6400,0.7800,0.7700,0.7400,0.6200,0.6900,0.7300
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,"Peace, Live and let live. Dont do wrong for others as it will turn back to you. Respect everyone.Spread good.Always stand with Truth.",0.6000,0.7300,0.7500,0.7800,0.7600,0.7100,0.7500,0.7800,0.7600,0.6300,0.6700,0.6900,0.7000,0.7600,0.6800,0.7300,0.7300,0.7200,0.7300,0.8000,0.7300,0.7300,0.7900,0.7600,0.7100,0.7700,0.6200,0.7000,0.7800,0.7500,0.7900,0.6600,0.7800,0.6100,0.6900,0.6000,0.6400,0.7900,0.7700,0.7900,0.6600,0.6300,0.6800
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,The togetherness of my people.,0.6000,0.7100,0.7500,0.7800,0.7600,0.7100,0.7500,0.7800,0.7500,0.6600,0.6800,0.6500,0.7400,0.7600,0.6300,0.7400,0.7300,0.7100,0.7000,0.8000,0.7200,0.7400,0.7600,0.7700,0.7100,0.7700,0.6100,0.6900,0.8100,0.7400,0.8100,0.6600,0.7700,0.6700,0.6900,0.6000,0.6300,0.7800,0.7800,0.7900,0.6200,0.6900,0.6500
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,love every bit of it,0.6000,0.7100,0.6800,0.7900,0.7500,0.7100,0.6900,0.8000,0.7500,0.6600,0.6800,0.6800,0.7000,0.7300,0.6700,0.7400,0.7200,0.7300,0.7300,0.7000,0.7300,0.7200,0.7500,0.7700,0.7100,0.7700,0.6200,0.6900,0.7500,0.7500,0.8100,0.6600,0.7500,0.6100,0.6900,0.6000,0.6300,0.7900,0.7600,0.8400,0.7200,0.6300,0.6200
4a5dd5fe-f1f1-44cc-b869-256c28a98d72,What is the biggest problem in your life right now that you want solved? How would a person other than you know if it was solved?,"As for future employment, everyone else has their own path to follow.",0.5100,0.6200,0.6800,0.5700,0.5600,0.6700,0.5300,0.5500,0.5100,0.6900,0.5900,0.5800,0.5700,0.6100,0.5700,0.5200,0.6100,0.5700,0.5900,0.7500,0.5500,0.6000,0.6100,0.5800,0.5600,0.5800,0.5300,0.5700,0.6500,0.5800,0.5400,0.5600,0.5700,0.6100,0.5300,0.6000,0.5800,0.6000,0.5700,0.5500,0.6000,0.5600,0.5500
4a5dd5fe-f1f1-44cc-b869-256c28a98d72,What is the biggest problem in your life right now that you want solved? How would a person other than you know if it was solved?,Generating enough income for my self. By seeing my progress and tangible things in place,0.5000,0.5800,0.7500,0.5800,0.5700,0.6200,0.7100,0.5700,0.5000,0.7400,0.6100,0.5700,0.5900,0.6400,0.5700,0.5400,0.6200,0.5400,0.5200,0.7000,0.5700,0.5800,0.6200,0.5900,0.5600,0.5900,0.5800,0.5500,0.5800,0.5700,0.6100,0.5700,0.5900,0.5600,0.5300,0.5000,0.5700,0.5600,0.5900,0.5500,0.5700,0.5200,0.5800
4a5dd5fe-f1f1-44cc-b869-256c28a98d72,What is the biggest problem in your life right now that you want solved? How would a person other than you know if it was solved?,Getting a decent pay for the job,0.5000,0.5800,0.6400,0.5500,0.5600,0.5700,0.5900,0.5400,0.5400,0.6000,0.5600,0.5300,0.5300,0.6100,0.5300,0.5200,0.6100,0.5400,0.5600,0.7000,0.5400,0.5900,0.5800,0.5500,0.5700,0.5700,0.5600,0.5500,0.5800,0.5600,0.5900,0.5600,0.5800,0.5000,0.5900,0.5000,0.6700,0.5600,0.5800,0.5000,0.6000,0.5200,0.5500
4a5dd5fe-f1f1-44cc-b869-256c28a98d72,What is the biggest problem in your life right now that you want solved? How would a person other than you know if it was solved?,Successfully start and run a business despite being employed full time.,0.4700,0.6000,0.7100,0.5900,0.5600,0.5700,0.6500,0.5800,0.5000,0.7700,0.5900,0.5400,0.5300,0.6700,0.5300,0.5300,0.5900,0.5600,0.5600,0.7500,0.5600,0.5800,0.6000,0.5700,0.5600,0.5700,0.5500,0.5600,0.6100,0.5800,0.5700,0.5500,0.5700,0.5600,0.4700,0.5500,0.5400,0.5800,0.5800,0.5000,0.6000,0.5200,0.5000
4a5dd5fe-f1f1-44cc-b869-256c28a98d72,What is the biggest problem in your life right now that you want solved? How would a person other than you know if it was solved?, I want to make money and take care of my needs .,0.4700,0.5500,0.6800,0.5700,0.5600,0.5200,0.6500,0.5700,0.5000,0.7100,0.5900,0.5100,0.5900,0.5500,0.5100,0.5400,0.5900,0.5400,0.5100,0.7000,0.5500,0.5800,0.6000,0.5900,0.5400,0.5800,0.5500,0.5300,0.6100,0.5600,0.6200,0.5500,0.5400,0.5600,0.5300,0.6000,0.5600,0.6200,0.5800,0.5000,0.4700,0.4800,0.6100
4a5dd5fe-f1f1-44cc-b869-256c28a98d72,What is the biggest problem in your life right now that you want solved? How would a person other than you know if it was solved?,I want to earn more money. People can tell from where you work and live.,0.4700,0.5100,0.6400,0.5800,0.5500,0.5700,0.6500,0.5700,0.4900,0.6900,0.5900,0.5700,0.5700,0.6100,0.5700,0.5400,0.6000,0.5400,0.4700,0.6500,0.5500,0.5700,0.5800,0.5600,0.5600,0.5700,0.5600,0.5500,0.6100,0.5500,0.6000,0.5600,0.5500,0.6100,0.4700,0.5000,0.5100,0.5900,0.5600,0.5000,0.6000,0.5200,0.5300
4a5dd5fe-f1f1-44cc-b869-256c28a98d72,What is the biggest problem in your life right now that you want solved? How would a person other than you know if it was solved?,Finding a very decent job and a beautiful wife. ,0.4700,0.5600,0.6800,0.5500,0.5500,0.6200,0.4700,0.5400,0.5200,0.6600,0.5400,0.5400,0.5300,0.5500,0.5300,0.5200,0.5800,0.5400,0.5200,0.7000,0.5400,0.5600,0.5500,0.5300,0.5600,0.5600,0.5100,0.5500,0.5800,0.5600,0.5700,0.5400,0.5400,0.5000,0.4700,0.5000,0.6100,0.5600,0.5600,0.5500,0.4700,0.5000,0.5300
4a5dd5fe-f1f1-44cc-b869-256c28a98d72,What is the biggest problem in your life right now that you want solved? How would a person other than you know if it was solved?,I want to have settled job. another person will know about it after seeing my satisfaction ,0.4700,0.6200,0.6800,0.5800,0.5400,0.5700,0.6500,0.5500,0.5000,0.5700,0.5200,0.5000,0.4800,0.6700,0.4800,0.5100,0.5800,0.5000,0.5900,0.7000,0.5300,0.5600,0.5500,0.5400,0.5500,0.5300,0.6000,0.5600,0.5800,0.5400,0.5900,0.5300,0.5400,0.5600,0.5900,0.5000,0.6200,0.5900,0.5400,0.5500,0.4700,0.5000,0.5800
4a5dd5fe-f1f1-44cc-b869-256c28a98d72,What is the biggest problem in your life right now that you want solved? How would a person other than you know if it was solved?,"Going to work everyday to sit in an office.

i think AI can take over most of the accounting part as i just oversee

",0.4700,0.5600,0.5700,0.5500,0.5400,0.6200,0.4700,0.5000,0.6000,0.5400,0.5200,0.5200,0.5300,0.6100,0.5000,0.5200,0.5700,0.5300,0.5600,0.6000,0.5400,0.5500,0.6400,0.5500,0.5300,0.5500,0.5000,0.5500,0.5200,0.5600,0.5300,0.5400,0.5400,0.5000,0.6500,0.5500,0.6000,0.5500,0.5400,0.7500,0.5300,0.4800,0.5000
4a5dd5fe-f1f1-44cc-b869-256c28a98d72,What is the biggest problem in your life right now that you want solved? How would a person other than you know if it was solved?,There is currently no solution to the employment problem and future development,0.4700,0.5200,0.6100,0.6000,0.5400,0.5700,0.6500,0.5900,0.5000,0.5700,0.4900,0.5400,0.4700,0.6700,0.5300,0.5200,0.5500,0.5800,0.4900,0.5000,0.5400,0.5400,0.5200,0.5500,0.5400,0.5400,0.5700,0.5300,0.6100,0.5500,0.5700,0.5100,0.5600,0.5600,0.5300,0.5000,0.4900,0.5800,0.5500,0.5500,0.4700,0.4800,0.4700
5aa658cb-efff-4bef-9ebf-39746fcf8bdc,What is one unique perspective that your culture brings that you want to preserve into the future?,Wisdom in dealing with others,0.6500,0.8100,0.7900,0.8100,0.7900,0.7600,0.6900,0.8300,0.7500,0.7100,0.7300,0.7200,0.7700,0.7000,0.7100,0.7800,0.7500,0.8100,0.8200,0.7500,0.7700,0.7800,0.7900,0.7700,0.7700,0.7800,0.7200,0.7800,0.6800,0.8000,0.8400,0.7100,0.7700,0.8300,0.7500,0.6500,0.7800,0.7500,0.8200,0.7900,0.6900,0.8100,0.7000
5aa658cb-efff-4bef-9ebf-39746fcf8bdc,What is one unique perspective that your culture brings that you want to preserve into the future?,My culture promotes mutual respect among people.,0.6500,0.7800,0.7900,0.8100,0.7800,0.7600,0.6900,0.8100,0.7600,0.7100,0.6800,0.7200,0.6800,0.7000,0.7100,0.7800,0.7300,0.7900,0.7800,0.7500,0.7600,0.7600,0.7100,0.7600,0.7700,0.7600,0.7200,0.7800,0.6800,0.7900,0.8400,0.7000,0.7600,0.8300,0.8100,0.7000,0.7900,0.7300,0.8100,0.8900,0.6600,0.7900,0.6500
5aa658cb-efff-4bef-9ebf-39746fcf8bdc,What is one unique perspective that your culture brings that you want to preserve into the future?,"One unique perspective from my culture is the strong emphasis on family unity and respect for elders. This cultural value promotes deep familial bonds, mutual support, and respect across generations, which I believe is crucial to preserve. It fosters a sense of community and continuity that enriches personal relationships and social cohesion.",0.6300,0.7500,0.7500,0.8100,0.7800,0.6700,0.6300,0.8100,0.7900,0.7100,0.6900,0.6800,0.7000,0.7300,0.6800,0.7800,0.7400,0.7600,0.7500,0.7000,0.7600,0.7600,0.7300,0.7500,0.7600,0.7600,0.7000,0.7700,0.7100,0.7900,0.8400,0.6900,0.7600,0.7800,0.7500,0.6500,0.7600,0.7500,0.8000,0.8900,0.6600,0.7500,0.6500
5aa658cb-efff-4bef-9ebf-39746fcf8bdc,What is one unique perspective that your culture brings that you want to preserve into the future?,I think italian people are very friendly and generous and have respect for the food we eat. ,0.6300,0.7500,0.7100,0.7800,0.7700,0.7600,0.6300,0.7900,0.7800,0.6900,0.6800,0.6900,0.6700,0.6700,0.6700,0.7700,0.7300,0.7900,0.7700,0.6500,0.7500,0.7600,0.7100,0.7400,0.7600,0.7500,0.7200,0.7700,0.7100,0.7800,0.8400,0.7000,0.7300,0.8900,0.8100,0.6500,0.8000,0.7300,0.8000,0.8900,0.7200,0.7900,0.6500
5aa658cb-efff-4bef-9ebf-39746fcf8bdc,What is one unique perspective that your culture brings that you want to preserve into the future?,"Family gatherings,they instil love and harmony ",0.6300,0.7700,0.7500,0.7800,0.7800,0.7100,0.6300,0.7800,0.7900,0.6900,0.6700,0.7000,0.6700,0.7000,0.6900,0.7700,0.7300,0.7600,0.7800,0.7000,0.7500,0.7600,0.7300,0.7500,0.7600,0.7500,0.7200,0.7700,0.7400,0.7800,0.8400,0.6900,0.7500,0.8300,0.7500,0.7500,0.7800,0.7400,0.8000,0.8900,0.6600,0.7900,0.6500
5aa658cb-efff-4bef-9ebf-39746fcf8bdc,What is one unique perspective that your culture brings that you want to preserve into the future?,"Modesty and honesty, closeness and filial piety to family members",0.6300,0.7700,0.7100,0.8000,0.7700,0.7100,0.6300,0.8000,0.7700,0.6600,0.6700,0.6800,0.6700,0.7000,0.6700,0.7600,0.7300,0.7600,0.7900,0.6500,0.7400,0.7600,0.7300,0.7400,0.7600,0.7400,0.7200,0.7700,0.7100,0.7800,0.8400,0.6700,0.7500,0.8300,0.7500,0.7000,0.7400,0.7400,0.8000,0.8900,0.7200,0.7700,0.6500
5aa658cb-efff-4bef-9ebf-39746fcf8bdc,What is one unique perspective that your culture brings that you want to preserve into the future?,"The concept of compassion & mercy towards all living beings my culture emphasize the importance of empathy, justice and kindness in interaction with others I want to preserve in into the future",0.6200,0.8000,0.8200,0.8100,0.7800,0.7100,0.6900,0.8200,0.7400,0.7100,0.6900,0.6800,0.7400,0.7000,0.6800,0.8000,0.7300,0.7400,0.7900,0.8000,0.7600,0.7700,0.7300,0.7900,0.7600,0.7700,0.7200,0.7700,0.6500,0.8000,0.8400,0.7000,0.7800,0.7800,0.6300,0.7000,0.8000,0.8100,0.8200,0.8900,0.6200,0.7300,0.6200
5aa658cb-efff-4bef-9ebf-39746fcf8bdc,What is one unique perspective that your culture brings that you want to preserve into the future?,Budaya saling hormat menghormati dan saling menghargai perbedaan dan pendapat agar menjadi satu kesatuan-kesatuan,0.6200,0.7700,0.7500,0.8000,0.7700,0.6200,0.6900,0.8100,0.7700,0.7400,0.6900,0.6700,0.7000,0.7600,0.6800,0.7700,0.7300,0.7800,0.7800,0.7500,0.7600,0.7500,0.7500,0.7200,0.7700,0.7500,0.7400,0.7700,0.7100,0.7800,0.8700,0.6900,0.7500,0.7200,0.6300,0.7000,0.7600,0.7800,0.8000,0.8400,0.6200,0.6900,0.6800
5aa658cb-efff-4bef-9ebf-39746fcf8bdc,What is one unique perspective that your culture brings that you want to preserve into the future?,The art of caring for each other,0.6200,0.7600,0.7100,0.7800,0.7800,0.7100,0.6300,0.7800,0.8200,0.6900,0.6800,0.6900,0.7000,0.7000,0.6800,0.7600,0.7400,0.7400,0.7800,0.7000,0.7400,0.7600,0.7000,0.7400,0.7600,0.7400,0.7200,0.7800,0.7100,0.7700,0.8500,0.6800,0.7600,0.7800,0.7500,0.7000,0.7300,0.7400,0.8000,0.8400,0.6900,0.7500,0.6200
5aa658cb-efff-4bef-9ebf-39746fcf8bdc,What is one unique perspective that your culture brings that you want to preserve into the future?,"One unique perspective from my culture that I want to preserve is the deep respect for elders and their wisdom. This tradition of honoring and learning from older generations fosters strong connections within families and communities, ensuring that valuable life lessons are passed down. As the world modernizes, I hope this respect remains a key part of our cultural identity.",0.6200,0.7000,0.7100,0.8000,0.7600,0.6700,0.6300,0.8100,0.7700,0.7100,0.6700,0.6700,0.6700,0.6700,0.6600,0.7700,0.7300,0.7500,0.7000,0.6500,0.7400,0.7500,0.7000,0.7400,0.7500,0.7400,0.7000,0.7500,0.7100,0.7800,0.8400,0.6700,0.7400,0.8900,0.7500,0.7000,0.7400,0.7300,0.7800,0.8900,0.6200,0.7900,0.6500
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.","Privacy is a crucial value not fully reflected in today's technology. Despite its benefits, tech often prioritizes convenience and data collection over safeguarding personal information. This erosion of privacy compromises individual autonomy and trust, as constant data surveillance and exploitation become common. Ensuring privacy respects personal boundaries and maintains control over one’s own information, which is often overlooked in current tech developments.",0.5100,0.6200,0.5900,0.5800,0.5600,0.6200,0.5600,0.5800,0.5800,0.5100,0.5700,0.5600,0.5700,0.6400,0.5500,0.5500,0.5700,0.5600,0.6400,0.6700,0.5600,0.5800,0.5100,0.5900,0.5600,0.5700,0.5300,0.5700,0.5800,0.6000,0.5100,0.5400,0.5800,0.6100,0.6500,0.7000,0.5300,0.6400,0.5400,0.5300,0.6000,0.5100,0.6100
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Respect - some technological innovations are an infringement of people's privacy e.g the use of facial recognition systems. ,0.5000,0.6100,0.5500,0.5700,0.5600,0.5700,0.5600,0.5500,0.5700,0.5400,0.5900,0.5600,0.5900,0.6400,0.5600,0.5600,0.5700,0.5400,0.6400,0.6200,0.5600,0.5700,0.5000,0.5900,0.5600,0.5700,0.5200,0.5700,0.5500,0.5800,0.5100,0.5700,0.5700,0.6100,0.5300,0.6000,0.5600,0.6200,0.5400,0.5300,0.6000,0.5300,0.6300
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",I would say Transparency. No matter how convenient technology is. It's potential impact on individual is obscure ,0.4900,0.6000,0.5500,0.5800,0.5600,0.6700,0.6900,0.5700,0.5800,0.4900,0.5600,0.5900,0.5900,0.6400,0.5800,0.5600,0.5900,0.5300,0.6200,0.6200,0.5700,0.5700,0.5100,0.6000,0.5700,0.5700,0.5300,0.5700,0.5800,0.6000,0.5100,0.5600,0.5700,0.5600,0.6500,0.6500,0.5600,0.6500,0.5300,0.5300,0.5000,0.5100,0.6300
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",Respect and value the value of everyone. There are still many places that have the prejudice that women are weak and cannot accomplish many things.,0.4900,0.6300,0.5900,0.5700,0.5600,0.7100,0.5000,0.5400,0.5800,0.5100,0.5900,0.6400,0.6200,0.5800,0.6200,0.5500,0.5800,0.5300,0.6500,0.7600,0.5800,0.5600,0.5000,0.6000,0.5600,0.5600,0.5900,0.5700,0.6800,0.5900,0.5000,0.5600,0.5700,0.6100,0.5900,0.6000,0.4900,0.6600,0.5300,0.7400,0.5700,0.4900,0.6100
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.","I think privacy, because it has gained some attention, it is frequently overshadowed by other priorities such as innovation, user engagement, or profitability.",0.4900,0.6200,0.5900,0.5800,0.5600,0.6200,0.5600,0.5700,0.6000,0.5700,0.5700,0.5800,0.6000,0.6400,0.5800,0.5500,0.5800,0.5300,0.6400,0.6700,0.5800,0.5600,0.4900,0.5900,0.5700,0.5700,0.5200,0.5800,0.5200,0.5900,0.5100,0.5800,0.5600,0.5600,0.6500,0.6000,0.5600,0.6000,0.5400,0.5800,0.5300,0.4900,0.5800
